Token ID,Owner Address,Attribute clan,Attribute revealed,Attribute chassis,Attribute color,Attribute graphic,Attribute animation,Attribute emissive color,Attribute tier,Attribute head,Attribute torso,Attribute pelvis,Attribute shoulder left,Attribute shoulder right,Attribute arm left,Attribute arm right,Attribute leg left,Attribute leg right,Attribute knee left,Attribute knee right,Attribute collection
9737,0x000000000000000000000000000000000000dEaD,Grimbone,true,Heavy,Sunrise,Stripes,Heavy Spin,Faded,Adept,Clan,Common,Common,Common,Clan,Common,Common,Rare,Rare,Uncommon,Common,Spark Suit Edition 01
9738,0x121907fa68606e607D711d59287d20d24D3b5922,Grimbone,true,Heavy,Scorched Earth,Skulls,Heavy Spin,Dusk,Adept,Common,Common,Rare,Common,Common,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
9739,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Scorched Earth,Skulls,Dash,Blue Blaze,Runner,Common,Common,Common,Common,Common,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
9740,0x969b9DaE85EfDC1aa14b42C89ec18DD79333C000,Emerald Hand,true,Medium,Elite Corps,Zero Effort,Boxing,Prism,Adept,Common,Common,Uncommon,Uncommon,Common,Common,Common,Rare,Rare,Common,Common,Spark Suit Edition 01
9741,0x57Df84D460bD47F0d3965251e37081E29869Dc04,Grimbone,true,Heavy,Scorched Earth,Zero Effort,Heavy Spin,Dusk,Adept,Common,Common,Clan,Common,Rare,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9742,0x571Fd7cDbfF12c899aFAeffB67B82a150aB5A6f7,Grimbone,true,Heavy,Scorched Earth,Skulls,Heavy Spin,Blue Blaze,Adept,Common,Common,Common,Common,Uncommon,Rare,Rare,Common,Common,Common,Common,Spark Suit Edition 01
9743,0xefE1dba130a2e71fc5eafa85AfcB5444738aa182,Grimbone,true,Heavy,Sunrise,Skulls,Heavy Spin,Dusk,Runner,Common,Common,Clan,Uncommon,Common,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
9744,0x41Aa1dC7438bFdd2E306a25F5852BC8f0B55483a,Grimbone,true,Medium,Sunrise,Zero Effort,Boxing,Dusk,Runner,Common,Common,Rare,Rare,Common,Clan,Clan,Common,Common,Uncommon,Common,Spark Suit Edition 01
9745,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Sumo,Aura,Adept,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
9746,0x74EdC695E1147cb4560CF4Eff513d37a4bCA38f8,Emerald Hand,true,Heavy,Elite Corps,Armada,Heavy Spin,Elite,Runner,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
9747,0x41Aa1dC7438bFdd2E306a25F5852BC8f0B55483a,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Sumo,Astral,GrandMaster,Common,Common,Clan,Uncommon,Common,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
9748,0x41Aa1dC7438bFdd2E306a25F5852BC8f0B55483a,Bubblegum Violence,true,Heavy,Tumblers Mule,Lightning Jazz,Heavy Spin,Yuletide Up,Runner,Uncommon,Rare,Rare,Uncommon,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
9749,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Mime Burst,Tri Explosion,Boxing,Lolita Jam,Adept,Uncommon,Rare,Common,Uncommon,Uncommon,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
9750,0xc638D2EE569d8b641F73712C42Bb68548FD02df2,Bubblegum Violence,true,Medium,Harlequin Tonic,Zero Effort,Boxing,Sapphire Star,Master,Clan,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
9751,0xFE8EE3c625C1618218E056F80262A2A92A7c28a2,Bubblegum Violence,true,Medium,Harlequin Tonic,Zero Effort,Boxing,Sapphire Star,Master,Rare,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
9752,0xb6248698D2eea82Da4d1eAeF3d60e1a80419Ecb8,Bubblegum Violence,true,Heavy,Mime Burst,Lightning Jazz,Sumo,Yuletide Up,Adept,Rare,Common,Common,Uncommon,Common,Rare,Rare,Common,Common,Common,Common,Spark Suit Edition 01
9753,0xb6248698D2eea82Da4d1eAeF3d60e1a80419Ecb8,Grimbone,true,Heavy,Sunrise,Zero Effort,Sumo,Sun Spots,Adept,Common,Rare,Common,Rare,Common,Rare,Rare,Common,Common,Rare,Uncommon,Spark Suit Edition 01
9754,0x0d38213f35178f4671ddB7012025DEE7e1E3aa6a,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Gem Stone,Runner,Common,Common,Rare,Clan,Uncommon,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
9755,0xF5a446d66d2ba720729770F653cCaaF31fa2B0B4,Emerald Hand,false,,,,,,,,,,,,,,,,,,
9756,0x6F7F368FC29886D0E07aF577B590740bCD6f341d,Grimbone,false,,,,,,,,,,,,,,,,,,
9757,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Tumblers Mule,Tri Explosion,Boxing,Yuletide Up,Runner,Common,Common,Uncommon,Uncommon,Common,Common,Common,Rare,Rare,Common,Uncommon,Spark Suit Edition 01
9758,0x0d38213f35178f4671ddB7012025DEE7e1E3aa6a,Emerald Hand,true,Heavy,Elegance,Armada,Heavy Spin,Elite,Adept,Common,Common,Common,Common,Rare,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9759,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Elite Corps,Zero Effort,Run,Prism,Runner,Common,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
9760,0x20C8DaC1ADFe2c4b146e327EEfF931C2A09D4De9,Bubblegum Violence,true,Heavy,Harlequin Tonic,Zero Effort,Heavy Spin,Yuletide Up,Runner,Rare,Common,Rare,Uncommon,Uncommon,Rare,Rare,Rare,Rare,Common,Common,Spark Suit Edition 01
9761,0x3Fd51374087F564dC54E9D52E2A2B4457d7A74ce,Emerald Hand,true,Heavy,Emerald Palace,Wave,Heavy Spin,Elite,Runner,Uncommon,Common,Clan,Uncommon,Rare,Common,Common,Clan,Clan,Common,Rare,Spark Suit Edition 01
9762,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elegance,Wave,Dash,Astral,Runner,Uncommon,Rare,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
9763,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Elite,Adept,Rare,Common,Common,Common,Rare,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9764,0x47c3b9D4f3Ce2a7Ad5640a8Abde8dCc546CFb971,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Sumo,Astral,Runner,Uncommon,Common,Rare,Common,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
9765,0x47c3b9D4f3Ce2a7Ad5640a8Abde8dCc546CFb971,Bubblegum Violence,true,Medium,Tumblers Mule,Lightning Jazz,Boxing,Lolita Jam,Runner,Uncommon,Common,Rare,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9766,0x47c3b9D4f3Ce2a7Ad5640a8Abde8dCc546CFb971,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Sumo,Gem Stone,Runner,Common,Clan,Common,Rare,Common,Clan,Clan,Clan,Clan,Uncommon,Clan,Spark Suit Edition 01
9767,0x29274e82E47aA5f63452cB4A66eddD4b7B953308,Emerald Hand,true,Heavy,Elite Corps,Armada,Heavy Spin,Astral,Officer,Rare,Common,Common,Common,Common,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
9768,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Dark Side,Skulls,Dash,Dusk,Runner,Uncommon,Rare,Common,Rare,Uncommon,Common,Common,Rare,Rare,Rare,Common,Spark Suit Edition 01
9769,0xC236123DfaEb468246E909382c92Cb457fE19366,Emerald Hand,true,Medium,Emerald Palace,Zero Effort,Boxing,Aura,Officer,Clan,Rare,Common,Uncommon,Rare,Rare,Rare,Common,Common,Rare,Uncommon,Spark Suit Edition 01
9770,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Harlequin Tonic,Tri Explosion,Boxing,Yuletide Up,Runner,Clan,Common,Common,Common,Common,Rare,Rare,Rare,Rare,Common,Uncommon,Spark Suit Edition 01
9771,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Wave,Dash,Aura,Runner,Uncommon,Common,Common,Rare,Common,Rare,Rare,Common,Common,Common,Uncommon,Spark Suit Edition 01
9772,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Heavy,Harlequin Tonic,Tri Explosion,Heavy Spin,Aquamarine Chill,Runner,Common,Rare,Clan,Common,Common,Rare,Rare,Rare,Rare,Rare,Uncommon,Spark Suit Edition 01
9773,0x4E01601fA96C1adff1F288087D9BBcE254FBEdcc,Grimbone,true,Light,Sunrise,Zero Effort,Dash,Faded,GrandMaster,Uncommon,Common,Uncommon,Common,Uncommon,Rare,Rare,Rare,Rare,Uncommon,Rare,Spark Suit Edition 01
9774,0x78442549AF860a37d437678a0bD5555a9406fA6C,Bubblegum Violence,true,Light,Tumblers Mule,Tri Explosion,Spin,Yuletide Up,Officer,Uncommon,Common,Common,Common,Rare,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
9775,0x21846DeD9d52caEAf902A131cece8413262552F0,Grimbone,true,Heavy,Sunrise,Skulls,Heavy Spin,Blue Blaze,Officer,Clan,Rare,Rare,Rare,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9776,0x2A9D8b88B43BF6aBb61c0F922D1Ff2fb2134271a,Emerald Hand,true,Light,Emerald Palace,Zero Effort,Dash,Elite,Officer,Rare,Rare,Rare,Common,Uncommon,Rare,Rare,Common,Common,Common,Uncommon,Spark Suit Edition 01
9777,0x86DFFe4a9e11405dF28A3D7665003d4325c479D1,Bubblegum Violence,true,Medium,Harlequin Tonic,Zero Effort,Boxing,Sapphire Star,Adept,Uncommon,Common,Uncommon,Common,Uncommon,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
9778,0x49C761612c3bF392789848876422eDFFacfcB9a5,Grimbone,true,Light,Sunrise,Stripes,Dash,Dusk,Runner,Common,Common,Common,Common,Rare,Rare,Rare,Rare,Rare,Rare,Uncommon,Spark Suit Edition 01
9779,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Scorched Earth,Skulls,Run,Dusk,Runner,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
9780,0x65314EEb6E7EDaB42d1017CBE59d0DfBc313aA0d,Emerald Hand,true,Light,Elegance,Zero Effort,Dash,Elite,Master,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9781,0x65314EEb6E7EDaB42d1017CBE59d0DfBc313aA0d,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Aura,Runner,Common,Common,Common,Uncommon,Uncommon,Common,Common,Clan,Clan,Rare,Rare,Spark Suit Edition 01
9782,0x6B81ea1D1af42f9eFaA40954643Ee0fe2e4532bf,Emerald Hand,true,Medium,Emerald Palace,Wave,Run,Aura,GrandMaster,Common,Common,Common,Common,Common,Common,Common,Rare,Rare,Uncommon,Common,Spark Suit Edition 01
9783,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Harlequin Tonic,Zero Effort,Boxing,Ruby Cherry,Adept,Common,Rare,Common,Common,Rare,Common,Common,Common,Common,Uncommon,Rare,Spark Suit Edition 01
9784,0x53156BA1B89462354248b0ccEb94A269FBc5bce4,Bubblegum Violence,true,Medium,Harlequin Tonic,Lightning Jazz,Boxing,Lolita Jam,Runner,Uncommon,Common,Common,Common,Rare,Common,Common,Common,Common,Rare,Uncommon,Spark Suit Edition 01
9785,0x2456e9A3BfFf7AE8CfE99cE4A2a5e2bdEa1617F2,Emerald Hand,true,Medium,Emerald Palace,Zero Effort,Boxing,Elite,Runner,Common,Common,Common,Uncommon,Uncommon,Common,Common,Rare,Rare,Common,Uncommon,Spark Suit Edition 01
9786,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Sunrise,Zero Effort,Dash,Dusk,Runner,Uncommon,Common,Rare,Common,Uncommon,Common,Common,Rare,Rare,Clan,Common,Spark Suit Edition 01
9787,0x3dbf47a0f55EEF8bd1618459A8DF8abd7dCD4298,Emerald Hand,true,Medium,Elite Corps,Zero Effort,Boxing,Astral,Adept,Common,Common,Common,Common,Common,Rare,Rare,Rare,Rare,Common,Clan,Spark Suit Edition 01
9788,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Sunrise,Zero Effort,Dash,Sun Spots,Adept,Rare,Common,Uncommon,Common,Clan,Rare,Rare,Common,Common,Uncommon,Common,Spark Suit Edition 01
9789,0x1F7B905C9b38710520c7A534f197a82b9ba5Bf28,Emerald Hand,true,Medium,Elite Corps,Zero Effort,Boxing,Elite,Master,Uncommon,Common,Common,Uncommon,Uncommon,Rare,Rare,Common,Common,Common,Uncommon,Spark Suit Edition 01
9790,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Harlequin Tonic,Zero Effort,Run,Sapphire Star,Runner,Common,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
9791,0xf6E2fd186c3367Ba54c36d7FB8030C3De93E769C,Bubblegum Violence,true,Medium,Harlequin Tonic,Tri Explosion,Boxing,Lolita Jam,Officer,Common,Common,Uncommon,Uncommon,Clan,Common,Common,Rare,Rare,Common,Common,Spark Suit Edition 01
9792,0xb41649c9e0596499172335138fc57B574948EEBC,Grimbone,true,Light,Sunrise,Skulls,Dash,Blue Blaze,Runner,Rare,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
9793,0x97035e8847B58568ce6A18E7e0C0Ac68fafa6138,Bubblegum Violence,true,Medium,Tumblers Mule,Tri Explosion,Boxing,Aquamarine Chill,Runner,Rare,Common,Clan,Common,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9794,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elegance,Zero Effort,Sumo,Elite,Runner,Rare,Common,Common,Common,Uncommon,Clan,Clan,Common,Common,Common,Common,Spark Suit Edition 01
9795,0x9133529D83B366515126312f517DfA3383307911,Emerald Hand,true,Heavy,Elegance,Zero Effort,Sumo,Gem Stone,Runner,Common,Common,Clan,Uncommon,Rare,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9796,0xba98d38b3C0306CE9B6d95B22ccE420BA09364e3,Emerald Hand,true,Light,Emerald Palace,Zero Effort,Dash,Prism,Master,Uncommon,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
9797,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Dark Side,Skulls,Dash,Dusk,Runner,Uncommon,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9798,0x4B18CEBEB9797Ea594b5977109cc07b21c37E8c3,Grimbone,true,Medium,Scorched Earth,Stripes,Run,Sun Spots,Runner,Common,Common,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Clan,Spark Suit Edition 01
9799,0x0d38213f35178f4671ddB7012025DEE7e1E3aa6a,Emerald Hand,true,Medium,Emerald Palace,Armada,Boxing,Gem Stone,Adept,Uncommon,Rare,Uncommon,Rare,Common,Rare,Rare,Rare,Rare,Common,Common,Spark Suit Edition 01
9800,0x000000000000000000000000000000000000dEaD,Grimbone,true,Light,Scorched Earth,Zero Effort,Dash,Blue Blaze,Runner,Common,Common,Rare,Common,Common,Rare,Rare,Common,Common,Rare,Uncommon,Spark Suit Edition 01
9801,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Tumblers Mule,Lightning Jazz,Boxing,Sapphire Star,Runner,Rare,Rare,Common,Uncommon,Uncommon,Common,Common,Rare,Rare,Uncommon,Uncommon,Spark Suit Edition 01
9802,0xe8DAa10Ed3f4dCc46D5DB740B3238e36ee191D90,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Sumo,Elite,Officer,Common,Common,Common,Common,Rare,Common,Common,Clan,Clan,Common,Common,Spark Suit Edition 01
9803,0x0d38213f35178f4671ddB7012025DEE7e1E3aa6a,Grimbone,true,Heavy,Scorched Earth,Skulls,Sumo,Faded,Runner,Uncommon,Common,Clan,Common,Common,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
9804,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Zero Effort,Dash,Elite,Runner,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9805,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Scorched Earth,Skulls,Run,Sun Spots,Adept,Common,Common,Common,Uncommon,Common,Clan,Clan,Common,Common,Common,Common,Spark Suit Edition 01
9806,0x0d38213f35178f4671ddB7012025DEE7e1E3aa6a,Bubblegum Violence,true,Medium,Harlequin Tonic,Zero Effort,Boxing,Sapphire Star,Runner,Rare,Common,Common,Common,Common,Rare,Rare,Common,Common,Common,Common,Spark Suit Edition 01
9807,0x6B81ea1D1af42f9eFaA40954643Ee0fe2e4532bf,Bubblegum Violence,true,Medium,Tumblers Mule,Zero Effort,Boxing,Yuletide Up,Officer,Uncommon,Common,Uncommon,Common,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9808,0x0d38213f35178f4671ddB7012025DEE7e1E3aa6a,Grimbone,true,Light,Scorched Earth,Zero Effort,Dash,Dusk,Runner,Uncommon,Common,Uncommon,Common,Common,Common,Common,Rare,Rare,Common,Uncommon,Spark Suit Edition 01
9809,0xE7a188bFfa48a80B3d908fA4fB53000d95d9E0ca,Bubblegum Violence,true,Medium,Harlequin Tonic,Tri Explosion,Run,Yuletide Up,Adept,Common,Common,Rare,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
9810,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Elite Corps,Wave,Boxing,Elite,Runner,Uncommon,Common,Common,Uncommon,Common,Rare,Rare,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
9811,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Zero Effort,Dash,Elite,Adept,Uncommon,Common,Clan,Common,Common,Rare,Rare,Common,Common,Common,Uncommon,Spark Suit Edition 01
9812,0x000000000000000000000000000000000000dEaD,Grimbone,true,Heavy,Sunrise,Skulls,Heavy Spin,Faded,Runner,Uncommon,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
9813,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Elite Corps,Zero Effort,Boxing,Gem Stone,Runner,Uncommon,Common,Uncommon,Uncommon,Common,Common,Common,Rare,Rare,Rare,Common,Spark Suit Edition 01
9814,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Zero Effort,Dash,Aura,Runner,Rare,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Clan,Rare,Spark Suit Edition 01
9815,0x33be2c79454B3D2f1F897B05198a5Cc8031f6510,Grimbone,true,Heavy,Scorched Earth,Zero Effort,Heavy Spin,Blue Blaze,Adept,Uncommon,Rare,Common,Common,Common,Common,Common,Common,Common,Uncommon,Rare,Spark Suit Edition 01
9816,0xce1B76049fec7931dAE8e93eDA4308F7548594aA,Grimbone,true,Heavy,Scorched Earth,Stripes,Heavy Spin,Dusk,Runner,Uncommon,Common,Common,Rare,Uncommon,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
9817,0xce1B76049fec7931dAE8e93eDA4308F7548594aA,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Aura,Runner,Common,Common,Common,Rare,Rare,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
9818,0xce1B76049fec7931dAE8e93eDA4308F7548594aA,Emerald Hand,true,Heavy,Elegance,Wave,Heavy Spin,Gem Stone,Master,Uncommon,Common,Common,Uncommon,Common,Clan,Clan,Common,Common,Uncommon,Common,Spark Suit Edition 01
9819,0xce1B76049fec7931dAE8e93eDA4308F7548594aA,Emerald Hand,true,Medium,Elegance,Wave,Boxing,Aura,Runner,Rare,Rare,Common,Common,Common,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
9820,0x000000000000000000000000000000000000dEaD,Grimbone,true,Heavy,Scorched Earth,Stripes,Heavy Spin,Hot Orange,Runner,Rare,Common,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
9821,0xA6f0Fb46567e32B29B42A0E3BF105365d9b22FD2,Emerald Hand,true,Light,Elite Corps,Wave,Dash,Elite,Runner,Common,Common,Common,Common,Uncommon,Rare,Rare,Common,Common,Common,Common,Spark Suit Edition 01
9822,0xDC88C64E1d527042FEAC38f941d599070fd93E86,Emerald Hand,true,Light,Elite Corps,Armada,Dash,Prism,Runner,Common,Common,Common,Common,Rare,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
9823,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Scorched Earth,Zero Effort,Run,Dusk,Adept,Uncommon,Common,Common,Rare,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9824,0xB889a0Ff234EFF472556FAD0a220776b489E1D1e,Emerald Hand,false,,,,,,,,,,,,,,,,,,
9825,0xB889a0Ff234EFF472556FAD0a220776b489E1D1e,Grimbone,false,,,,,,,,,,,,,,,,,,
9826,0xB889a0Ff234EFF472556FAD0a220776b489E1D1e,Grimbone,false,,,,,,,,,,,,,,,,,,
9827,0xB889a0Ff234EFF472556FAD0a220776b489E1D1e,Emerald Hand,false,,,,,,,,,,,,,,,,,,
9828,0xB889a0Ff234EFF472556FAD0a220776b489E1D1e,Bubblegum Violence,false,,,,,,,,,,,,,,,,,,
9829,0xE766c06cE054eF068a94f5B44C91DFF2A6998dC4,Emerald Hand,true,Light,Elite Corps,Armada,Dash,Elite,GrandMaster,Uncommon,Common,Rare,Common,Common,Common,Common,Common,Common,Clan,Uncommon,Spark Suit Edition 01
9830,0xA0CAa7803205026ec08818664c4211aFF7565f56,Emerald Hand,true,Heavy,Elite Corps,Armada,Heavy Spin,Elite,Officer,Common,Common,Common,Rare,Common,Common,Common,Common,Common,Uncommon,Rare,Spark Suit Edition 01
9831,0x0d38213f35178f4671ddB7012025DEE7e1E3aa6a,Emerald Hand,true,Heavy,Emerald Palace,Zero Effort,Heavy Spin,Elite,Adept,Common,Clan,Uncommon,Common,Uncommon,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
9832,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Astral,Adept,Common,Common,Rare,Common,Rare,Common,Common,Common,Common,Clan,Common,Spark Suit Edition 01
9833,0xb0D4a61Ab14e6c73DF8EC47c5F2B9C039605bd87,Emerald Hand,true,Heavy,Elegance,Wave,Heavy Spin,Astral,Adept,Uncommon,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9834,0x29274e82E47aA5f63452cB4A66eddD4b7B953308,Grimbone,true,Medium,Sunrise,Zero Effort,Run,Sun Spots,GrandMaster,Common,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Rare,Spark Suit Edition 01
9835,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Sunrise,Zero Effort,Run,Blue Blaze,Runner,Rare,Common,Uncommon,Uncommon,Uncommon,Clan,Clan,Clan,Clan,Common,Clan,Spark Suit Edition 01
9836,0xf4f1062c54BfdfAE5Ef9dD1eC36cfc2Ab8aC19d4,Grimbone,true,Heavy,Scorched Earth,Zero Effort,Heavy Spin,Dusk,Runner,Uncommon,Rare,Rare,Common,Rare,Common,Common,Rare,Rare,Common,Uncommon,Spark Suit Edition 01
9837,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Harlequin Tonic,Zero Effort,Run,Yuletide Up,Runner,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Rare,Uncommon,Spark Suit Edition 01
9838,0xbE5AB9B99Ed64204A5bE7658a2777a2107c4C636,Bubblegum Violence,true,Light,Mime Burst,Zero Effort,Spin,Yuletide Up,Officer,Rare,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
9839,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Zero Effort,Spin,Elite,Adept,Common,Common,Common,Common,Rare,Common,Common,Common,Common,Rare,Rare,Spark Suit Edition 01
9840,0xABC2852bEE927b2E0C8891c2d601942891706650,Emerald Hand,true,Medium,Emerald Palace,Wave,Boxing,Aura,Runner,Common,Common,Common,Uncommon,Common,Common,Common,Rare,Rare,Uncommon,Common,Spark Suit Edition 01
9841,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Wave,Spin,Elite,Runner,Common,Common,Common,Common,Uncommon,Rare,Rare,Common,Common,Uncommon,Common,Spark Suit Edition 01
9842,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Emerald Palace,Wave,Sumo,Elite,Adept,Uncommon,Common,Rare,Uncommon,Uncommon,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
9843,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Harlequin Tonic,Tri Explosion,Run,Sapphire Star,Adept,Common,Common,Uncommon,Common,Rare,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9844,0x000000000000000000000000000000000000dEaD,Grimbone,true,Heavy,Scorched Earth,Stripes,Heavy Spin,Dusk,Runner,Common,Common,Rare,Common,Rare,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9845,0xaa9B9159d35A2d83f9932E2c10D95e71E9A055A0,Emerald Hand,true,Medium,Elite Corps,Wave,Run,Elite,GrandMaster,Common,Rare,Uncommon,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9846,0x1cc38E2Cd3de74f4a9625e9d9fB371ba800F0e66,Emerald Hand,true,Heavy,Emerald Palace,Armada,Heavy Spin,Gem Stone,Officer,Common,Common,Clan,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9847,0x9F40aAB27529482C714Db04976af3b3777867fAE,Bubblegum Violence,true,Medium,Mime Burst,Zero Effort,Boxing,Yuletide Up,Adept,Uncommon,Common,Uncommon,Clan,Common,Common,Common,Rare,Rare,Common,Uncommon,Spark Suit Edition 01
9848,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Emerald Palace,Wave,Boxing,Elite,Adept,Uncommon,Common,Rare,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
9849,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Scorched Earth,Skulls,Run,Blue Blaze,Runner,Common,Common,Common,Common,Uncommon,Clan,Clan,Common,Common,Common,Clan,Spark Suit Edition 01
9850,0x4A9Da6CCcd9d2b233E28C8b7F6982056661b38f2,Emerald Hand,true,Heavy,Elite Corps,Armada,Heavy Spin,Elite,Adept,Uncommon,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Rare,Uncommon,Spark Suit Edition 01
