Token ID,Owner Address,Attribute collection,Attribute clan,Attribute tier,Attribute color theme,Attribute emissive theme,Attribute animation,Attribute vfx color,Attribute vfx type,Attribute head,Attribute neck,Attribute body,Attribute tail,Attribute wings,Attribute arms,Attribute legs,Attribute revealed
14473,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Yultide Up,Dog Play,Sun Up,Try Soul,Clan,Common,Rare,Common,Common,Epic,Common,true
14474,0x2d57E2d67FCc6657320e785adc11a479d4027661,Spirit Guardian Edition 01,Grimbone,Adept,Dark Side,Sun Spots,Dog Play,Dusty Orange,Zero Soul,Common,Uncommon,Uncommon,Common,Rare,Common,Uncommon,true
14475,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Aura,Dragon Roar,Scared Forest,Zero Soul,Epic,Common,Common,Common,Common,Common,Uncommon,true
14476,0xC2205ab5e31ee1c0a159b7159581912621F7C08F,Spirit Guardian Edition 01,Emerald Hand,Officer,Elite Corps,Astral,Dragon Roar,Lite Burst,Zero Soul,Common,Common,Rare,Common,Uncommon,Common,Common,true
14477,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Saphire Star,Dog Play,Sun Up,Zero Soul,Uncommon,Common,Common,Uncommon,Epic,Common,Epic,true
14478,0x3deAe6b6f7e9f91B89F44046f2CCb08b73dF94aB,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14479,0x291e50dA60CBE4E2F3c8cb30979940Df6E9F19FF,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14480,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Yultide Up,Dragon Roar,Burst Orange,Try Soul,Uncommon,Uncommon,Common,Uncommon,Common,Common,Common,true
14481,0xf8B53253a135e14aeD6A948D25de06C0e816DF39,Spirit Guardian Edition 01,Grimbone,Runner,Dark Side,Sun Spots,Dog Play,Dusk,Try Soul,Epic,Uncommon,Uncommon,Uncommon,Epic,Uncommon,Common,true
14482,0x189e62Aa6a12d77E5eEAC617307eCa8fbe627610,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14483,0xF618E8802e67214643495c54d6e3E401a600D2a1,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14484,0xF5420585785Ab031F7b693EC57B6293973Cd3119,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Yultide Up,Dragon Roar,Ice Light,Try Soul,Common,Common,Clan,Uncommon,Common,Epic,Epic,true
14485,0xe1947bf61124D7eDcbf75208732d9F1B1868593c,Spirit Guardian Edition 01,Grimbone,Officer,Scorched Earth,Blue Blaze,Dragon Roar,Noon Sun,Try Soul,Uncommon,Common,Uncommon,Common,Common,Rare,Common,true
14486,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Tumblers Mule,Lolita Jam,Dragon Roar,Ice Light,Self Aura,Uncommon,Common,Clan,Uncommon,Common,Epic,Common,true
14487,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Gem Stone,Dog Play,Burst Blue,Try Soul,Rare,Common,Uncommon,Common,Epic,Epic,Rare,true
14488,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Yultide Up,Dog Play,Sun Up,Try Soul,Common,Uncommon,Clan,Rare,Uncommon,Common,Common,true
14489,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Blue Blaze,Dog Play,Dusk,Zero Soul,Common,Common,Common,Common,Rare,Epic,Uncommon,true
14490,0xf4bb23fA4919fd8e0EB9e76A2C8bE590eb3e5932,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14491,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Astral,Dog Play,Soul Yellow,Try Soul,Uncommon,Uncommon,Common,Epic,Common,Rare,Uncommon,true
14492,0xBe7e0bCd969074DF5afc7b61D1636d3f81B74198,Spirit Guardian Edition 01,Grimbone,Master,Dark Side,Dusk,Dragon Roar,Dirty Yellow,Zero Soul,Uncommon,Clan,Clan,Common,Common,Epic,Common,true
14493,0x86595De4aBf0Ab8bB16101892304aDc92d68563A,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Harlequin Tonic,Saphire Star,Dog Play,Sun Up,Self Aura,Uncommon,Uncommon,Common,Epic,Common,Epic,Uncommon,true
14494,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Dark Side,Blue Blaze,Dragon Roar,Dusty Orange,Try Soul,Rare,Common,Common,Epic,Common,Uncommon,Uncommon,true
14495,0x9B3d6073dce3Ce4Ac2431a27031bdDeCA5A38938,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Tumblers Mule,Yultide Up,Dragon Roar,Dull Blue,Try Soul,Common,Uncommon,Common,Uncommon,Common,Common,Common,true
14496,0xB7EDE78AE6a78514EB66d160995361f94D5Fb53c,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Prism,Dragon Roar,Emerald,Zero Soul,Common,Common,Rare,Common,Uncommon,Uncommon,Common,true
14497,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Astral,Dog Play,Scared Forest,Zero Soul,Rare,Common,Common,Uncommon,Common,Common,Common,true
14498,0xC6de7Ca40BEd3231d70D6c4f20Be435918b2f642,Spirit Guardian Edition 01,Grimbone,Officer,Dark Side,Blue Blaze,Dog Play,Dusty Orange,Zero Soul,Common,Uncommon,Epic,Common,Common,Common,Common,true
14499,0x83658f2F853D00Dc780E7b467fdB9b47Eef4AE45,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Harlequin Tonic,Aquamarine Chill,Dog Play,Lite Lime,Zero Soul,Common,Uncommon,Epic,Uncommon,Common,Uncommon,Uncommon,true
14500,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Astral,Dog Play,Royal Gem,Zero Soul,Common,Clan,Rare,Common,Epic,Uncommon,Common,true
14501,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Dusk,Dog Play,Magic Hour,Zero Soul,Common,Common,Uncommon,Uncommon,Common,Common,Common,true
14502,0xe29C0AA70319EC7CA4964493d426bD97E082C48a,Spirit Guardian Edition 01,Bubblegum Violence,Master,Harlequin Tonic,Yultide Up,Dog Play,Burst Orange,Self Aura,Common,Uncommon,Common,Epic,Common,Common,Common,true
14503,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Blue Blaze,Dog Play,Magic Hour,Zero Soul,Common,Uncommon,Epic,Uncommon,Common,Common,Common,true
14504,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Mime Burst,Yultide Up,Dragon Roar,Burst Orange,Try Soul,Common,Rare,Rare,Rare,Common,Common,Clan,true
14505,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Aura,Dog Play,Scared Forest,Try Soul,Common,Common,Uncommon,Uncommon,Clan,Rare,Common,true
14506,0x40Cee3B4a3869679426C5706305e7d5fF938f274,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Blue Blaze,Dragon Roar,Dusty Orange,Self Aura,Clan,Common,Uncommon,Epic,Epic,Rare,Epic,true
14507,0xbB1E0ba6cf05ef6b1a004F37a9B458f33A198eC6,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Yultide Up,Dog Play,Burst Orange,Self Aura,Uncommon,Uncommon,Clan,Common,Uncommon,Common,Common,true
14508,0x8dcf218A37BBc6F1750Adb4518aB8C60a74fc6E1,Spirit Guardian Edition 01,Emerald Hand,Adept,Emerald Palace,Elite,Dragon Roar,Royal Gem,Zero Soul,Common,Common,Uncommon,Epic,Uncommon,Common,Common,true
14509,0x0d38213f35178f4671ddB7012025DEE7e1E3aa6a,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Blue Blaze,Dog Play,Magic Hour,Try Soul,Common,Uncommon,Clan,Uncommon,Rare,Clan,Common,true
14510,0x7C965fb18E90D887bE5169cf0E48B738AE10EC84,Spirit Guardian Edition 01,Emerald Hand,Master,Elite Corps,Astral,Dog Play,Scared Forest,Zero Soul,Uncommon,Uncommon,Common,Common,Common,Common,Uncommon,true
14511,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Tumblers Mule,Saphire Star,Dog Play,Lite Lime,Try Soul,Rare,Rare,Common,Uncommon,Rare,Common,Common,true
14512,0x761dFa09188424D1Ea67073595aD74A276F7efF3,Spirit Guardian Edition 01,Bubblegum Violence,Master,Tumblers Mule,Saphire Star,Dragon Roar,Ice Light,Zero Soul,Epic,Uncommon,Epic,Uncommon,Uncommon,Common,Clan,true
14513,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Aura,Dog Play,Sky Rise,Try Soul,Common,Uncommon,Common,Uncommon,Common,Common,Common,true
14514,0xfEbf6f9b8a6c979a305920B2B9f82932cCbD2e2C,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Dusk,Dog Play,Aura Green,Zero Soul,Common,Common,Rare,Clan,Common,Common,Common,true
14515,0x459Ea5C175768567AB0db94E3201D8a855F7a9B2,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
14516,0xc575c0785Cbb24f0B88a804445b060393fa8Ad3E,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Dusk,Dragon Roar,Noon Sun,Zero Soul,Common,Uncommon,Common,Common,Epic,Common,Uncommon,true
14517,0x3205E6519407b46B42B7d98b1B62f678123597D7,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14518,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Lolita Jam,Dog Play,Dull Blue,Zero Soul,Epic,Uncommon,Common,Common,Common,Common,Rare,true
14519,0x2A0C4169af831eF06a02Bfc68B1D07D7E28a93eb,Spirit Guardian Edition 01,Emerald Hand,Grand Master,Elite Corps,Astral,Dragon Roar,Scared Forest,Self Aura,Common,Common,Epic,Rare,Rare,Common,Common,true
14520,0x3E4984Db5ccBD88A8e043090BFf068A524c8c8c3,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14521,0xB1E646eD4fE3208b0A322c8633f000092bde53Bd,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14522,0xF618E8802e67214643495c54d6e3E401a600D2a1,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14523,0x7a84f30a3770F9f86a15447b216A4D47216f0074,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
14524,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Yultide Up,Dog Play,Sun Up,Try Soul,Common,Common,Common,Uncommon,Epic,Rare,Common,true
14525,0x753b0546814380e67A150dc764FCC7ddf5f0CD1e,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Dusk,Dog Play,Magic Hour,Zero Soul,Rare,Common,Common,Common,Uncommon,Common,Uncommon,true
14526,0x80e22B3af460C83b12bdB0d00dBe41CcB2ef8125,Spirit Guardian Edition 01,Emerald Hand,Officer,Elite Corps,Gem Stone,Dragon Roar,Solar,Try Soul,Rare,Common,Common,Uncommon,Uncommon,Common,Common,true
14527,0x13e28FC0Da18e3A565a72F273e3805E883D396b8,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Dusk,Dog Play,Dusk,Try Soul,Common,Common,Uncommon,Common,Common,Clan,Common,true
14528,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Lolita Jam,Dog Play,Burst Orange,Try Soul,Common,Clan,Common,Epic,Common,Common,Epic,true
14529,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elegance,Gem Stone,Dog Play,Scared Forest,Try Soul,Uncommon,Epic,Common,Common,Common,Common,Uncommon,true
14530,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Aquamarine Chill,Dog Play,Ice Light,Try Soul,Epic,Common,Common,Clan,Uncommon,Common,Common,true
14531,0x5506e7C52163d07D9A42CE9514aecDb694d674E3,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14532,0x7AE87370409705b235797F3874b4998c0A79F8e6,Spirit Guardian Edition 01,Emerald Hand,Master,Emerald Palace,Aura,Dog Play,Royal Gem,Zero Soul,Epic,Rare,Uncommon,Uncommon,Common,Epic,Uncommon,true
14533,0x587A533aE239Db6D5EFaD5b9906A4a4B2803951b,Spirit Guardian Edition 01,Emerald Hand,Adept,Elegance,Aura,Dragon Roar,Scared Forest,Self Aura,Uncommon,Uncommon,Uncommon,Rare,Rare,Common,Uncommon,true
14534,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Blue Blaze,Dog Play,Dusk,Zero Soul,Common,Epic,Common,Epic,Common,Common,Clan,true
14535,0x9aB7eF00Aeb756061449c305D5ABB0c28f8eb210,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Lolita Jam,Dog Play,Ice Light,Try Soul,Common,Common,Uncommon,Clan,Common,Common,Common,true
14536,0xBA8af21c1465476E783B66f9850Ea0FeffFED03C,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14537,0xb5fc19845AB8956a879B04267Ce79B5EaC4c54e9,Spirit Guardian Edition 01,Emerald Hand,Grand Master,Elite Corps,Gem Stone,Dog Play,Emerald,Self Aura,Common,Uncommon,Uncommon,Rare,Common,Common,Uncommon,true
14538,0x13399eAd25ff2AC11ba923135bFfD2AA5de5e359,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Yultide Up,Dragon Roar,Sky View,Try Soul,Common,Common,Common,Uncommon,Rare,Uncommon,Clan,true
14539,0x90d85c699F32ed2EfA66432bc3D3f1169638799d,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Lolita Jam,Dog Play,Fuchsia Mix,Try Soul,Common,Common,Common,Common,Common,Common,Rare,true
14540,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Astral,Dog Play,Soul Yellow,Zero Soul,Uncommon,Common,Common,Common,Common,Epic,Common,true
14541,0x623Ae9d91ECd4cBBC7C3642D7d8c5aFb19aaB305,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Blue Blaze,Dog Play,Dusty Orange,Zero Soul,Rare,Uncommon,Common,Common,Common,Common,Uncommon,true
14542,0xa262fdf07867833414534D1dF724a9210929B81F,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14543,0xb41649c9e0596499172335138fc57B574948EEBC,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14544,0x4E4e9CCD6bE6dFb78a1a30452B4C938Bf9bf7542,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
14545,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Sun Spots,Dog Play,Dusty Orange,Try Soul,Common,Rare,Uncommon,Common,Uncommon,Common,Uncommon,true
14546,0x49d7412c2DA863c671385bAb7B6e965194dee189,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Saphire Star,Dog Play,Dull Blue,Try Soul,Common,Common,Uncommon,Rare,Common,Uncommon,Uncommon,true
14547,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Aura,Dog Play,Emerald,Zero Soul,Common,Common,Uncommon,Common,Common,Common,Common,true
14548,0xbd1Ae699d51F7433218860aD4e818d94381Ff139,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Mime Burst,Lolita Jam,Dog Play,Burst Orange,Self Aura,Common,Uncommon,Uncommon,Common,Uncommon,Uncommon,Common,true
14549,0xb67683beC2Bb6957ca77DBa9Ac74C362A54ECa92,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14550,0x75f119589D1ed65EffE909EE910a8200F04797d3,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Elite,Dog Play,Burst Blue,Self Aura,Epic,Uncommon,Uncommon,Uncommon,Common,Common,Common,true
14551,0x1A18e2Eb5D13cdABc5b4A54D9ed4930C20564925,Spirit Guardian Edition 01,Grimbone,Master,Sun Rise,Dusk,Dragon Roar,Dirty Yellow,Try Soul,Rare,Epic,Uncommon,Rare,Rare,Common,Rare,true
14552,0x50B13aCe1B4218f34f9573316c0754Efaf5D7A21,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14553,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Yultide Up,Dragon Roar,Sun Up,Try Soul,Common,Common,Common,Rare,Rare,Common,Common,true
14554,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Tumblers Mule,Yultide Up,Dog Play,Mint Teal,Zero Soul,Uncommon,Clan,Common,Common,Rare,Rare,Clan,true
14555,0xc6f30f3344e1dAAcC5D8878fde0EBbbC337091E8,Spirit Guardian Edition 01,Emerald Hand,Adept,Elegance,Astral,Dragon Roar,Royal Gem,Self Aura,Common,Rare,Common,Uncommon,Common,Uncommon,Uncommon,true
14556,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Blue Blaze,Dog Play,Aura Green,Self Aura,Rare,Common,Common,Uncommon,Common,Common,Epic,true
14557,0x21124D2187Cc0C9475c4A917f42c2366dF436b96,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14558,0x6B81ea1D1af42f9eFaA40954643Ee0fe2e4532bf,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Mime Burst,Yultide Up,Dog Play,Sun Up,Self Aura,Common,Common,Common,Common,Epic,Epic,Common,true
14559,0x69060A83016325B3e5283F130452cBee1f29a3CE,Spirit Guardian Edition 01,Emerald Hand,Officer,Elite Corps,Elite,Dog Play,Sky Rise,Try Soul,Clan,Common,Uncommon,Common,Common,Common,Common,true
14560,0x513f21d8Ff0fbeDdb4684e4B86ab72b804Fffe04,Spirit Guardian Edition 01,Emerald Hand,Grand Master,Elite Corps,Elite,Dog Play,Sky Rise,Try Soul,Rare,Uncommon,Common,Epic,Uncommon,Uncommon,Common,true
14561,0x052627587c7fEDb75210E3f8f30Ea8e6d6bbaf23,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Sun Spots,Dog Play,Magic Hour,Zero Soul,Clan,Common,Common,Common,Common,Rare,Uncommon,true
14562,0xF618E8802e67214643495c54d6e3E401a600D2a1,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
14563,0x6978fE209b67a4dcC0dE7D4514df7bBE9C7132a9,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14564,0x554dA9BA0ED19748C5B54E3187Ce87298544e3e7,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14565,0x92E1d4BEb7aD7E7736ca13B7d2905D0F1eFBDD06,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
14566,0xba98d38b3C0306CE9B6d95B22ccE420BA09364e3,Spirit Guardian Edition 01,Grimbone,Grand Master,Dark Side,Hot Orange,Dog Play,Dusty Orange,Zero Soul,Epic,Epic,Common,Common,Epic,Common,Common,true
14567,0xc5ea9cE7DCE9aec7E4ED71348C2dFeEE9faeE08a,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14568,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Lolita Jam,Dog Play,Sky View,Self Aura,Common,Common,Common,Common,Common,Common,Common,true
14569,0x6439543a2fF1d78d25ABDc8DAa75bb004e210183,Spirit Guardian Edition 01,Grimbone,Grand Master,Scorched Earth,Blue Blaze,Dog Play,Aura Green,Try Soul,Rare,Uncommon,Common,Clan,Uncommon,Common,Common,true
14570,0x74B57Fd946059251994Ff3A07d56429Ae30d8a53,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Lolita Jam,Dragon Roar,Sun Up,Zero Soul,Uncommon,Common,Common,Uncommon,Uncommon,Common,Uncommon,true
14571,0x279745EeCBa9A141c77cDc5898B7e6D0A26f70F6,Spirit Guardian Edition 01,Emerald Hand,Runner,Elegance,Aura,Dog Play,Scared Forest,Zero Soul,Common,Uncommon,Common,Common,Uncommon,Epic,Rare,true
14572,0x4ce15B37851a4448a28899062906a02E51DEE267,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Faded,Dog Play,Aura Green,Try Soul,Clan,Common,Uncommon,Uncommon,Rare,Rare,Rare,true
14573,0xF618E8802e67214643495c54d6e3E401a600D2a1,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14574,0xc56B93450f1C13F3F7C83c4CD642dC67191d2484,Spirit Guardian Edition 01,Bubblegum Violence,Master,Harlequin Tonic,Saphire Star,Dog Play,Fuchsia Mix,Zero Soul,Clan,Common,Common,Uncommon,Common,Common,Epic,true
14575,0xA355D469836aeFF8ACC40f1aCa6C8805011aCA20,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Aura,Dog Play,Scared Forest,Try Soul,Uncommon,Common,Uncommon,Uncommon,Clan,Common,Rare,true
14576,0xbE40797Ef5ce59446812b35C08197530F8e8C78B,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Dusk,Dog Play,Dusk,Zero Soul,Common,Common,Common,Common,Common,Uncommon,Uncommon,true
14577,0x311Bdab096705B57f564d7D6Df728Fc9C9B40b4D,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
14578,0x445358bb5EFe7509c99AD35Ed5BaEA0d43B2af44,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14579,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Tumblers Mule,Lolita Jam,Dog Play,Lite Lime,Zero Soul,Common,Epic,Uncommon,Epic,Common,Uncommon,Common,true
14580,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Astral,Dragon Roar,Sky Rise,Self Aura,Common,Common,Rare,Uncommon,Rare,Uncommon,Common,true
14581,0x4D72622042221D63eB26cc558aff8F6fc503883a,Spirit Guardian Edition 01,Bubblegum Violence,Master,Tumblers Mule,Lolita Jam,Dog Play,Burst Orange,Try Soul,Uncommon,Uncommon,Common,Uncommon,Rare,Rare,Common,true
14582,0xb1f550920e5296b389dbDd6A6aD8B94484416511,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Dusk,Dog Play,Dusk,Try Soul,Uncommon,Common,Common,Common,Rare,Rare,Common,true
14583,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Spirit Guardian Edition 01,Emerald Hand,Officer,Elite Corps,Elite,Dog Play,Soul Yellow,Try Soul,Common,Common,Rare,Epic,Uncommon,Common,Common,true
14584,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Spirit Guardian Edition 01,Bubblegum Violence,Grand Master,Tumblers Mule,Saphire Star,Dog Play,Sky View,Zero Soul,Rare,Epic,Common,Common,Common,Common,Common,true
14585,0x02859D1d3FE965b41DE7E98406A8DbD2D724F469,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Elite,Dog Play,Royal Gem,Self Aura,Common,Rare,Common,Clan,Uncommon,Rare,Epic,true
14586,0xDcF5388333bdd1FeaA02B7b79ABCfa22c986d05C,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Sun Spots,Dog Play,Aura Green,Self Aura,Uncommon,Uncommon,Common,Common,Common,Epic,Common,true
14587,0x3223B83778e9eFD7653f7eD8133F72e3208E6767,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
14588,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Dusk,Dragon Roar,Dusty Orange,Try Soul,Uncommon,Common,Common,Common,Uncommon,Rare,Uncommon,true
14589,0x3a9c80B24F4062B4B7e44BB8b0c98d3eCED9BF0F,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14590,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Aura,Dragon Roar,Scared Forest,Try Soul,Uncommon,Uncommon,Common,Rare,Clan,Common,Common,true
14591,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Faded,Dragon Roar,Dusk,Zero Soul,Common,Common,Uncommon,Common,Uncommon,Common,Epic,true
14592,0x99aA1bE2d862112a8621610C247F0F975067e7d2,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Mime Burst,Lolita Jam,Dog Play,Sky View,Try Soul,Epic,Uncommon,Common,Epic,Epic,Common,Common,true
14593,0x0De008C1b7c3592A2c692d3729A68d78a930e070,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Saphire Star,Dog Play,Ice Light,Zero Soul,Common,Epic,Uncommon,Common,Common,Uncommon,Common,true
14594,0x89Ed87E51ab57fEb9Cd61490D6174198B5e14287,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14595,0x0682cfb0ed03963e018d6c0c338a14AFfDc243c7,Spirit Guardian Edition 01,Grimbone,Officer,Sun Rise,Blue Blaze,Dog Play,Magic Hour,Zero Soul,Common,Common,Common,Uncommon,Uncommon,Uncommon,Common,true
14596,0x66183CAf550d38620dFEde690F127430552aE6FF,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14597,0xC45BA6bA16cd040FCE0CacE61a2F2F9E51695360,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
14598,0x107A092Eec3453F99121862488344E3694c47fB9,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Lolita Jam,Dog Play,Ice Light,Self Aura,Common,Common,Uncommon,Clan,Rare,Uncommon,Epic,true
14599,0x89015B440608b2102decf1c292B4fA2c2abDCE92,Spirit Guardian Edition 01,Emerald Hand,Adept,Emerald Palace,Prism,Dog Play,Sky Rise,Self Aura,Common,Common,Rare,Uncommon,Uncommon,Common,Rare,true
14600,0x6E5a09e4C23A289e267aDD0207AC2F7f055147C0,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
14601,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Spirit Guardian Edition 01,Bubblegum Violence,Master,Harlequin Tonic,Yultide Up,Dog Play,Burst Orange,Zero Soul,Uncommon,Rare,Common,Rare,Common,Uncommon,Rare,true
14602,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Aura,Dog Play,Lite Burst,Try Soul,Common,Common,Common,Clan,Common,Rare,Common,true
