Token ID,Owner Address,Attribute collection,Attribute clan,Attribute revealed,Attribute tier,Attribute appearance,Attribute color theme,Attribute animation,Attribute hair,Attribute hair color,Attribute skin tone,Attribute brow,Attribute brow detail,Attribute face,Attribute face detail,Attribute pupil,Attribute eye color,Attribute accessory,Attribute upper,Attribute lower,Attribute hands
3288,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Harlequin Tonic,Dance,Common,Sand X,Skin tone 01,Common,00,Common,00,Uncommon,Lolita Jam,Common,Common,Common,Clan
3289,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Pilot Edition 01,Emerald Hand,true,Runner,Male,Emerald Palace,Scream,Common,Dark Umber,Skin tone 01,Common,01,Clan,00,Rare,Astral,Rare,Common,Common,Common
3290,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Common,Sand X,Skin tone 04,Rare,00,Common,00,Common,Lolita Jam,Common,Common,Common,Common
3291,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Pilot Edition 01,Grimbone,true,Adept,Male,Scorched Earth,Powers,Common,Green Means Go,Skin tone 04,Rare,01,Common,00,Uncommon,Dusk,Clan,Common,Common,Clan
3292,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Rare,Camo Green,Skin tone 01,Common,01,Common,00,Common,Aura,Common,Common,Rare,Common
3293,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Pilot Edition 01,Bubblegum Violence,true,Master,Female,Harlequin Tonic,Finger Gun,Common,Sand X,Skin tone 00,Rare,00,Rare,03,Common,Aquamarine Chill,Rare,Rare,Rare,Clan
3294,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Pilot Edition 01,Grimbone,true,Runner,Female,Scorched Earth,Bagua,Common,Silver,Skin tone 03,Clan,01,Common,00,Common,Dusk,Rare,Rare,Clan,Common
3295,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Rare,Toxic X,Skin tone 02,Rare,01,Rare,01,Uncommon,Aquamarine Chill,Rare,Common,Common,Clan
3296,0x1218fb62A9F0f8EF5c254c8E7E78EeEC06f7aC30,Pilot Edition 01,Emerald Hand,true,Runner,Male,Emerald Palace,Scream,Rare,Camo Green,Skin tone 01,Common,00,Rare,05,Rare,Astral,Clan,Common,Common,Common
3297,0x14CfAa7C537Db070D52Fa2EF65BD24E850E65Ad7,Pilot Edition 01,Grimbone,true,Officer,Male,Sun Rise,Powers,Rare,Void Blue,Skin tone 02,Common,00,Common,00,Rare,Sun Spots,Common,Rare,Rare,Common
3298,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Female,Elite Corps,March,Common,Dust,Skin tone 02,Common,00,Rare,05,Common,Elite,Common,Rare,Common,Common
3299,0x0daB535D21C32E5aB43128eDD1d47332A7abF1FB,Pilot Edition 01,Bubblegum Violence,false,,,,,,,,,,,,,,,,,
3300,0x2D2d54a64673ed23aCA4a7c7165739Ebd7C2eb62,Pilot Edition 01,Grimbone,true,Officer,Female,Sun Rise,Bagua,Clan,Dark Umber,Skin tone 02,Rare,01,Clan,02,Uncommon,Sun Spots,Common,Rare,Common,Common
3301,0xa9aaa8A2C1c8A60F9841E9351DD5cdB2D73eD92a,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Rare,Sky Green,Skin tone 04,Common,01,Common,00,Common,Yuletide Up,Common,Common,Clan,Common
3302,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Female,Scorched Earth,Bagua,Rare,Ginger,Skin tone 03,Common,01,Common,00,Common,Dusk,Rare,Rare,Common,Common
3303,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Female,Emerald Palace,March,Common,Elegant Green,Skin tone 04,Common,00,Common,00,Uncommon,Elite,Rare,Clan,Rare,Common
3304,0x29274e82E47aA5f63452cB4A66eddD4b7B953308,Pilot Edition 01,Bubblegum Violence,true,Officer,Female,Harlequin Tonic,Finger Gun,Clan,Melon Light,Skin tone 01,Clan,00,Clan,01,Common,Lolita Jam,Common,Rare,Common,Common
3305,0xBE1576742390f799353Ea3c480E51B9a67C7a8d9,Pilot Edition 01,Emerald Hand,true,Master,Male,Emerald Palace,Scream,Rare,Dust,Skin tone 02,Common,01,Common,00,Common,Aura,Rare,Rare,Common,Clan
3306,0x39A9FDAE1ffB0778F8E64669fDCb46913a249981,Pilot Edition 01,Grimbone,true,Adept,Male,Scorched Earth,Powers,Common,Silver,Skin tone 04,Rare,01,Rare,04,Uncommon,Faded,Rare,Rare,Common,Common
3307,0xb039d0830e4277C4d0117Db95B45668158116865,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Common,Sand X,Skin tone 03,Common,01,Rare,00,Rare,Aquamarine Chill,Common,Rare,Clan,Rare
3308,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Adept,Female,Scorched Earth,Bagua,Rare,Ginger,Skin tone 02,Common,01,Common,00,Common,Blue Blaze,Common,Rare,Rare,Common
3309,0x3C0183Ee91a41d4d0eC0F83f955a80d78CF1F23C,Pilot Edition 01,Emerald Hand,true,Grand Master,Male,Emerald Palace,Scream,Common,Elegant Green,Skin tone 01,Clan,00,Common,00,Uncommon,Aura,Common,Common,Rare,Rare
3310,0x4b1444D211f7Ab309dAC5213CEA7f1f270C70b7E,Pilot Edition 01,Grimbone,true,Officer,Male,Sun Rise,Powers,Rare,Crimson Locks,Skin tone 04,Common,01,Common,00,Common,Dusk,Rare,Rare,Common,Clan
3311,0xc4a685d7080fa4783C1BabB45b02908fDeD4e03c,Pilot Edition 01,Bubblegum Violence,true,Officer,Female,Harlequin Tonic,Finger Gun,Common,Melon Light,Skin tone 01,Common,01,Rare,01,Common,Sapphire Star,Rare,Rare,Common,Clan
3312,0x6B81ea1D1af42f9eFaA40954643Ee0fe2e4532bf,Pilot Edition 01,Emerald Hand,true,Grand Master,Male,Emerald Palace,Scream,Rare,Camo Green,Skin tone 00,Clan,00,Rare,03,Common,Aura,Common,Common,Rare,Rare
3313,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Rare,Camo Green,Skin tone 04,Common,01,Common,00,Common,Prism,Clan,Clan,Rare,Rare
3314,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Adept,Female,Scorched Earth,Bagua,Common,Ginger,Skin tone 00,Rare,01,Common,00,Common,Blue Blaze,Rare,Common,Clan,Clan
3315,0xfFe77083345Bf3d26113ebF72eAE0c82FD0bCcB0,Pilot Edition 01,Bubblegum Violence,true,Grand Master,Female,Tumblers Mule,Finger Gun,Clan,Eclipse,Skin tone 01,Common,00,Rare,02,Common,Sapphire Star,Common,Rare,Rare,Rare
3316,0xfFe77083345Bf3d26113ebF72eAE0c82FD0bCcB0,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Tumblers Mule,Dance,Common,Sky Green,Skin tone 01,Common,00,Common,00,Clan,Lolita Jam,Common,Common,Clan,Common
3317,0xfFe77083345Bf3d26113ebF72eAE0c82FD0bCcB0,Pilot Edition 01,Emerald Hand,true,Master,Male,Elite Corps,Scream,Clan,Dark Umber,Skin tone 04,Common,01,Clan,00,Common,Elite,Rare,Common,Common,Common
3318,0xfFe77083345Bf3d26113ebF72eAE0c82FD0bCcB0,Pilot Edition 01,Grimbone,true,Master,Female,Scorched Earth,Bagua,Common,Ginger,Skin tone 02,Rare,00,Rare,00,Common,Blue Blaze,Common,Rare,Clan,Rare
3319,0xfFe77083345Bf3d26113ebF72eAE0c82FD0bCcB0,Pilot Edition 01,Emerald Hand,true,Officer,Male,Emerald Palace,Scream,Common,Faded Blue,Skin tone 00,Common,01,Common,00,Common,Gem Stone,Common,Rare,Rare,Common
3320,0xfFe77083345Bf3d26113ebF72eAE0c82FD0bCcB0,Pilot Edition 01,Bubblegum Violence,true,Adept,Female,Mime Burst,Finger Gun,Common,Toxic X,Skin tone 01,Common,00,Common,00,Common,Lolita Jam,Rare,Common,Common,Common
3321,0xfFe77083345Bf3d26113ebF72eAE0c82FD0bCcB0,Pilot Edition 01,Grimbone,true,Runner,Female,Sun Rise,Bagua,Common,Ginger,Skin tone 03,Common,00,Common,00,Common,Blue Blaze,Clan,Common,Rare,Common
3322,0xfFe77083345Bf3d26113ebF72eAE0c82FD0bCcB0,Pilot Edition 01,Emerald Hand,true,Grand Master,Male,Elite Corps,Scream,Clan,Elegant Green,Skin tone 04,Common,00,Rare,04,Rare,Elite,Rare,Clan,Common,Common
3323,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Common,Melon Light,Skin tone 03,Rare,00,Common,00,Uncommon,Sapphire Star,Common,Clan,Rare,Rare
3324,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Common,Champagne,Skin tone 01,Common,00,Rare,05,Uncommon,Dusk,Common,Rare,Common,Common
3325,0xfFe77083345Bf3d26113ebF72eAE0c82FD0bCcB0,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Tumblers Mule,Dance,Rare,Jolt Lime,Skin tone 04,Common,00,Common,00,Rare,Lolita Jam,Clan,Rare,Common,Rare
3326,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Female,Elite Corps,March,Rare,Elegant Green,Skin tone 03,Rare,00,Common,00,Rare,Aura,Common,Common,Common,Rare
3327,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Female,Scorched Earth,Bagua,Common,Green Means Go,Skin tone 01,Common,00,Rare,02,Common,Dusk,Common,Rare,Rare,Common
3328,0x8220c7FE99381Da2B84e3325fFa3342434C8cFb3,Pilot Edition 01,Bubblegum Violence,true,Grand Master,Male,Tumblers Mule,Dance,Common,Jolt Lime,Skin tone 04,Common,01,Common,00,Rare,Lolita Jam,Rare,Common,Common,Clan
3329,0x8220c7FE99381Da2B84e3325fFa3342434C8cFb3,Pilot Edition 01,Grimbone,true,Officer,Female,Scorched Earth,Bagua,Rare,Green Means Go,Skin tone 00,Common,01,Rare,03,Common,Blue Blaze,Common,Common,Common,Rare
3330,0x8220c7FE99381Da2B84e3325fFa3342434C8cFb3,Pilot Edition 01,Emerald Hand,true,Adept,Male,Elite Corps,Scream,Common,Dust,Skin tone 03,Common,01,Common,00,Uncommon,Elite,Common,Common,Common,Common
3331,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Adept,Female,Harlequin Tonic,Finger Gun,Common,Toxic X,Skin tone 00,Common,00,Common,00,Clan,Lolita Jam,Clan,Common,Clan,Common
3332,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Female,Elite Corps,March,Rare,Dust,Skin tone 01,Common,00,Clan,00,Uncommon,Aura,Rare,Common,Common,Clan
3333,0x02565CCB5B48641808063BCA489A3312C85D6Ce9,Pilot Edition 01,Grimbone,true,Adept,Female,Scorched Earth,Bagua,Rare,Green Means Go,Skin tone 00,Common,01,Rare,04,Rare,Faded,Rare,Common,Rare,Common
3334,0x02565CCB5B48641808063BCA489A3312C85D6Ce9,Pilot Edition 01,Emerald Hand,true,Adept,Female,Elite Corps,March,Rare,Dust,Skin tone 02,Rare,00,Common,00,Rare,Astral,Rare,Clan,Rare,Rare
3335,0xAEe8Db69E292286871F29C0BeEcFB7d86b771d58,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Tumblers Mule,Finger Gun,Rare,Melon Light,Skin tone 02,Rare,00,Common,00,Rare,Lolita Jam,Rare,Common,Common,Common
3336,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Common,Ginger,Skin tone 04,Clan,00,Common,00,Rare,Blue Blaze,Rare,Clan,Clan,Common
3337,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,Pilot Edition 01,Grimbone,true,Runner,Female,Sun Rise,Bagua,Common,Silver,Skin tone 02,Common,00,Rare,05,Common,Blue Blaze,Common,Common,Common,Common
3338,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,Pilot Edition 01,Emerald Hand,true,Officer,Female,Elite Corps,March,Rare,Noir,Skin tone 04,Common,00,Common,00,Common,Elite,Clan,Common,Rare,Common
3339,0xEBAAD0C57456c4c6ea5500fC72F06Bb838826D2E,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Tumblers Mule,Finger Gun,Rare,Sand X,Skin tone 03,Common,00,Rare,04,Uncommon,Lolita Jam,Clan,Common,Rare,Common
3340,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Adept,Female,Tumblers Mule,Finger Gun,Common,Melon Light,Skin tone 00,Common,00,Rare,00,Uncommon,Yuletide Up,Common,Common,Common,Rare
3341,0x4FD48285A3ed0AD19da4b8ca7fB3e4e06BCc6fB0,Pilot Edition 01,Emerald Hand,true,Officer,Female,Elegance,March,Rare,Noir,Skin tone 01,Common,00,Clan,00,Uncommon,Elite,Rare,Common,Rare,Rare
3342,0x4FD48285A3ed0AD19da4b8ca7fB3e4e06BCc6fB0,Pilot Edition 01,Grimbone,true,Officer,Female,Sun Rise,Bagua,Clan,Ginger,Skin tone 03,Common,01,Rare,00,Rare,Sun Spots,Clan,Common,Rare,Common
3343,0x1A18e2Eb5D13cdABc5b4A54D9ed4930C20564925,Pilot Edition 01,Grimbone,true,Officer,Female,Dark Side,Bagua,Rare,Dark Umber,Skin tone 00,Common,01,Common,00,Clan,Sun Spots,Common,Common,Common,Rare
3344,0x1A18e2Eb5D13cdABc5b4A54D9ed4930C20564925,Pilot Edition 01,Emerald Hand,true,Officer,Female,Elite Corps,March,Rare,Barren,Skin tone 00,Clan,00,Rare,00,Uncommon,Aura,Common,Clan,Common,Common
3345,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Mime Burst,Dance,Rare,Bubblegum Chew,Skin tone 01,Rare,01,Common,00,Uncommon,Aquamarine Chill,Common,Common,Common,Common
3346,0x1152348219aD272475c58da95D2DBb3bf64688b1,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Tumblers Mule,Finger Gun,Rare,Toxic X,Skin tone 00,Rare,01,Common,00,Rare,Lolita Jam,Rare,Rare,Rare,Common
3347,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Female,Dark Side,Bagua,Common,Ginger,Skin tone 04,Common,01,Rare,03,Common,Dusk,Rare,Common,Rare,Common
3348,0x92f75555b1D4B193af03A02c787dA2A92B080197,Pilot Edition 01,Emerald Hand,true,Runner,Female,Emerald Palace,March,Common,Faded Blue,Skin tone 00,Common,01,Common,00,Common,Aura,Common,Common,Common,Rare
3349,0xEB720CDc100e79085ECBC20cF094B24f4F6007C7,Pilot Edition 01,Grimbone,true,Adept,Male,Scorched Earth,Powers,Common,Late Blue,Skin tone 03,Rare,00,Rare,01,Common,Dusk,Common,Clan,Clan,Rare
3350,0xee042A508848a5a0C55a6A22328A3e55D0b8717f,Pilot Edition 01,Emerald Hand,true,Grand Master,Female,Elite Corps,March,Clan,Dust,Skin tone 00,Common,00,Clan,02,Common,Astral,Common,Clan,Common,Rare
3351,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Tumblers Mule,Finger Gun,Clan,Melon Light,Skin tone 03,Rare,00,Clan,01,Common,Sapphire Star,Common,Rare,Common,Common
3352,0xee042A508848a5a0C55a6A22328A3e55D0b8717f,Pilot Edition 01,Bubblegum Violence,true,Grand Master,Male,Harlequin Tonic,Dance,Clan,Bubblegum Chew,Skin tone 01,Rare,00,Rare,03,Common,Aquamarine Chill,Rare,Common,Rare,Common
3353,0xee042A508848a5a0C55a6A22328A3e55D0b8717f,Pilot Edition 01,Emerald Hand,true,Master,Male,Emerald Palace,Scream,Common,Noir,Skin tone 02,Rare,01,Rare,01,Common,Astral,Common,Clan,Rare,Rare
3354,0xfCA7a42da82B8EFF1092E33E3963A730B289c37D,Pilot Edition 01,Grimbone,true,Officer,Female,Sun Rise,Bagua,Rare,Silver,Skin tone 02,Rare,00,Rare,02,Common,Sun Spots,Common,Common,Rare,Rare
3355,0xfCA7a42da82B8EFF1092E33E3963A730B289c37D,Pilot Edition 01,Emerald Hand,true,Master,Female,Elite Corps,March,Common,Barren,Skin tone 00,Rare,01,Common,00,Uncommon,Aura,Common,Clan,Common,Common
3356,0xfCA7a42da82B8EFF1092E33E3963A730B289c37D,Pilot Edition 01,Bubblegum Violence,true,Master,Female,Mime Burst,Finger Gun,Common,Jolt Lime,Skin tone 02,Rare,01,Rare,02,Common,Yuletide Up,Common,Common,Common,Common
3357,0xfCA7a42da82B8EFF1092E33E3963A730B289c37D,Pilot Edition 01,Grimbone,true,Master,Female,Sun Rise,Bagua,Rare,Ginger,Skin tone 03,Clan,00,Clan,00,Clan,Blue Blaze,Clan,Common,Rare,Common
3358,0xfCA7a42da82B8EFF1092E33E3963A730B289c37D,Pilot Edition 01,Grimbone,true,Officer,Female,Scorched Earth,Bagua,Rare,Champagne,Skin tone 04,Clan,01,Common,00,Uncommon,Dusk,Clan,Common,Rare,Rare
3359,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Female,Emerald Palace,March,Rare,Elegant Green,Skin tone 03,Clan,00,Rare,05,Uncommon,Elite,Common,Clan,Rare,Rare
3360,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Mime Burst,Dance,Common,Toxic X,Skin tone 02,Common,00,Common,00,Uncommon,Yuletide Up,Common,Clan,Rare,Common
3361,0xb165B418f2773D12557B8023583915D54DE09b80,Pilot Edition 01,Emerald Hand,true,Master,Male,Elite Corps,Scream,Common,Dust,Skin tone 04,Common,00,Common,00,Rare,Astral,Rare,Common,Rare,Common
3362,0xFf1e7E242FE8Eb35bf7Ab827a71e15160cf92DbB,Pilot Edition 01,Grimbone,true,Runner,Female,Scorched Earth,Bagua,Common,Silver,Skin tone 04,Common,00,Rare,01,Common,Dusk,Rare,Common,Rare,Common
3363,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Clan,Jolt Lime,Skin tone 02,Common,01,Rare,00,Rare,Ruby Cherry,Rare,Common,Clan,Clan
3364,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Male,Emerald Palace,Scream,Common,Dark Umber,Skin tone 01,Common,00,Rare,03,Common,Aura,Common,Common,Rare,Common
3365,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Mime Burst,Dance,Common,Sand X,Skin tone 03,Common,00,Common,00,Common,Lolita Jam,Common,Rare,Rare,Rare
3366,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Adept,Female,Scorched Earth,Bagua,Rare,Ginger,Skin tone 02,Common,01,Common,00,Rare,Dusk,Common,Rare,Common,Clan
3367,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Adept,Female,Dark Side,Bagua,Rare,Ginger,Skin tone 01,Common,01,Rare,03,Common,Sun Spots,Rare,Common,Common,Common
3368,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Male,Elite Corps,Scream,Common,Noir,Skin tone 04,Common,00,Rare,05,Clan,Astral,Rare,Rare,Common,Common
3369,0xC0fC9bfD335CDe161598070812c3d59E26863518,Pilot Edition 01,Bubblegum Violence,true,Grand Master,Male,Harlequin Tonic,Dance,Common,Electric Ice,Skin tone 02,Common,01,Common,00,Uncommon,Lolita Jam,Rare,Common,Common,Common
3370,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Adept,Female,Dark Side,Bagua,Common,Green Means Go,Skin tone 04,Rare,01,Rare,03,Common,Dusk,Common,Rare,Common,Clan
3371,0xe2ADe6394Ee6A457A886946Afa3998544c43f8D8,Pilot Edition 01,Emerald Hand,true,Grand Master,Male,Elite Corps,Scream,Common,Eclipse,Skin tone 03,Rare,01,Rare,04,Uncommon,Aura,Rare,Rare,Rare,Rare
3372,0xCe6529fF3f42B0C2D12Cd7FF3191BbDc216900F1,Pilot Edition 01,Bubblegum Violence,true,Officer,Male,Harlequin Tonic,Dance,Rare,Sky Green,Skin tone 01,Common,01,Common,00,Uncommon,Sapphire Star,Common,Rare,Clan,Rare
3373,0x47abfd55Bf74B0A6eE6F485e11a12c7B72C2B150,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Harlequin Tonic,Dance,Common,Melon Light,Skin tone 03,Rare,01,Rare,01,Uncommon,Lolita Jam,Rare,Clan,Common,Rare
3374,0x6B81ea1D1af42f9eFaA40954643Ee0fe2e4532bf,Pilot Edition 01,Emerald Hand,true,Master,Female,Elegance,March,Clan,Dust,Skin tone 00,Rare,01,Common,00,Common,Aura,Rare,Common,Clan,Common
3375,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Female,Dark Side,Bagua,Common,Crimson Locks,Skin tone 04,Common,01,Common,00,Rare,Dusk,Common,Common,Rare,Rare
3376,0x35329530659D33aF7b6dD6287F7c919079E872D2,Pilot Edition 01,Grimbone,true,Grand Master,Female,Sun Rise,Bagua,Rare,Silver,Skin tone 02,Rare,01,Rare,03,Rare,Dusk,Rare,Common,Clan,Common
3377,0x1112862E75A58d5b50cD97f036318fa50E5000Bb,Pilot Edition 01,Bubblegum Violence,true,Officer,Female,Harlequin Tonic,Finger Gun,Common,Bubblegum Chew,Skin tone 02,Rare,00,Rare,02,Common,Yuletide Up,Rare,Common,Clan,Rare
3378,0xfCA7a42da82B8EFF1092E33E3963A730B289c37D,Pilot Edition 01,Emerald Hand,true,Master,Male,Elite Corps,Scream,Clan,Dark Umber,Skin tone 00,Common,01,Rare,05,Uncommon,Gem Stone,Common,Rare,Clan,Rare
3379,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Female,Emerald Palace,March,Common,Elegant Green,Skin tone 00,Common,01,Common,00,Common,Aura,Common,Common,Clan,Clan
3380,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Rare,Champagne,Skin tone 03,Common,00,Rare,05,Uncommon,Dusk,Rare,Common,Common,Clan
3381,0x3227B537EC7fD25D2a76b9eaa591FFA4b5e5E298,Pilot Edition 01,Bubblegum Violence,true,Grand Master,Male,Harlequin Tonic,Dance,Rare,Sand X,Skin tone 00,Common,00,Rare,03,Common,Aquamarine Chill,Clan,Common,Common,Clan
3382,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Male,Elite Corps,Scream,Rare,Dust,Skin tone 03,Rare,00,Rare,01,Common,Aura,Rare,Common,Common,Clan
3383,0xee91935da546A590d72aeB66aAcaf4BFF0E155bB,Pilot Edition 01,Grimbone,true,Adept,Male,Sun Rise,Powers,Rare,Green Means Go,Skin tone 00,Rare,00,Common,00,Uncommon,Sun Spots,Clan,Rare,Rare,Rare
3384,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Clan,Jolt Lime,Skin tone 00,Clan,01,Common,00,Rare,Lolita Jam,Common,Common,Clan,Rare
3385,0x052627587c7fEDb75210E3f8f30Ea8e6d6bbaf23,Pilot Edition 01,Grimbone,true,Runner,Female,Dark Side,Bagua,Clan,Dark Umber,Skin tone 04,Common,00,Common,00,Clan,Dusk,Common,Rare,Clan,Rare
3386,0xe8354fEd697388D215EfBc49df9639E14761Bb34,Pilot Edition 01,Emerald Hand,true,Master,Female,Elite Corps,March,Common,Camo Green,Skin tone 04,Common,00,Common,00,Rare,Elite,Common,Rare,Rare,Common
3387,0xe8354fEd697388D215EfBc49df9639E14761Bb34,Pilot Edition 01,Bubblegum Violence,true,Officer,Female,Harlequin Tonic,Finger Gun,Rare,Electric Ice,Skin tone 00,Common,00,Common,00,Uncommon,Yuletide Up,Clan,Clan,Common,Common
3388,0xee91935da546A590d72aeB66aAcaf4BFF0E155bB,Pilot Edition 01,Bubblegum Violence,true,Officer,Male,Harlequin Tonic,Dance,Common,Toxic X,Skin tone 04,Common,01,Rare,01,Common,Sapphire Star,Rare,Common,Rare,Common
3389,0x1DF55CA1543E341b7A9019FB91bC0284C4b5c8ef,Pilot Edition 01,Emerald Hand,true,Runner,Male,Emerald Palace,Scream,Rare,Dust,Skin tone 04,Clan,01,Rare,05,Uncommon,Aura,Common,Common,Clan,Rare
3390,0xee91935da546A590d72aeB66aAcaf4BFF0E155bB,Pilot Edition 01,Grimbone,true,Adept,Male,Scorched Earth,Powers,Common,Green Means Go,Skin tone 03,Common,00,Common,00,Common,Sun Spots,Common,Rare,Rare,Rare
3391,0x2084a92DA1a3e165DC05B1A2ab658A698139a380,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Tumblers Mule,Dance,Common,Eclipse,Skin tone 04,Rare,01,Rare,02,Uncommon,Sapphire Star,Common,Common,Rare,Clan
3392,0x40e8a6e580ad4ADcB22b1F3E4B9B8701792Bac2A,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Clan,Elegant Green,Skin tone 02,Clan,01,Common,00,Common,Aura,Rare,Common,Rare,Common
3393,0xee91935da546A590d72aeB66aAcaf4BFF0E155bB,Pilot Edition 01,Grimbone,true,Officer,Female,Sun Rise,Bagua,Rare,Silver,Skin tone 01,Rare,00,Common,00,Uncommon,Blue Blaze,Common,Common,Common,Clan
3394,0xee91935da546A590d72aeB66aAcaf4BFF0E155bB,Pilot Edition 01,Grimbone,true,Officer,Female,Dark Side,Bagua,Rare,Crimson Locks,Skin tone 00,Rare,00,Rare,00,Rare,Dusk,Rare,Clan,Common,Common
3395,0x1AC6CF589Da3924010e1f237866B20f28CEBdD11,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Tumblers Mule,Dance,Common,Sky Green,Skin tone 01,Common,01,Rare,04,Common,Lolita Jam,Rare,Common,Clan,Rare
3396,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Rare,Camo Green,Skin tone 03,Common,00,Common,00,Uncommon,Elite,Common,Rare,Rare,Rare
3397,0xee91935da546A590d72aeB66aAcaf4BFF0E155bB,Pilot Edition 01,Grimbone,true,Adept,Female,Scorched Earth,Bagua,Rare,Late Blue,Skin tone 00,Rare,00,Common,00,Common,Blue Blaze,Common,Common,Common,Common
3398,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Tumblers Mule,Dance,Common,Melon Light,Skin tone 04,Common,01,Common,00,Rare,Yuletide Up,Common,Common,Common,Common
3399,0xBfA79a29ceBeFbdaA30b7F95f6D88fe33C6c9756,Pilot Edition 01,Emerald Hand,true,Adept,Male,Elegance,Scream,Common,Dust,Skin tone 04,Rare,00,Rare,03,Rare,Gem Stone,Common,Clan,Common,Common
3400,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Female,Scorched Earth,Bagua,Rare,Late Blue,Skin tone 02,Common,01,Rare,05,Common,Sun Spots,Common,Rare,Rare,Common
