Token ID,Owner Address,Attribute egg type,Attribute background,Attribute leaf,Attribute ear,Attribute fur,Attribute mouth,Attribute eye,Attribute hair,Attribute head accessory,Attribute hand accessory,Attribute foreground,Attribute hatched egg,Attribute eyebrows,Attribute face accessory,Attribute eye sparkle,Attribute clothing,Attribute left arm,Attribute right arm,Attribute 1 of 1
6947,0x4c4B3ff7B2339DC0417d5f77a3B1810A321CA3a4,,Ronin Moon,Pink,Normal,Heavy Moca,Tongue out,Round,Moca,White Explorer Hat,Jingu Bang,,Common,Surprised,,Watery,,,,
6948,0x79dFE24dAafDF382b19a80fEc439E28A43991862,Common,,,,,,,,,,,,,,,,,,
6949,0x65314EEb6E7EDaB42d1017CBE59d0DfBc313aA0d,,Dark Grey,Blue,Normal,Light Brown,Gasp,Frown,Brown,Towel,Chef Knife,,Common,Surprised,Blush,,Towel,Finger,,
6950,0x6C8d4CeD64eeaCb883E0ed28B57d59c1727E164E,,Light Blue,Green,Normal,Heavy Moca,Sad,Tired,,Brown Egg,Red Kunai,,Common,Surprised,,,Brown Egg,,,
6951,0x16aa4f16Ba5c784F36C755d82117171867A60730,,Dark Green,Teal,Tired,Light Dark,Tongue out,Tired,Dark,,Pillow,Rain,Lucky,Surprised,,,Teal Hoodie,,,
6952,0xD92E01C0de50e85a4454DFCc1F3e2940A320642B,,Yellow Sparkles,Purple,Normal,Heavy Moca,Passive,Determined,Moca,Banana Peel,Bananagasm,,Common,,,Sparkles,Daimyo Kimono,,,
6953,0xb9024E3751CAB1D90fEc8573aDCCF185921CC558,,Light Pink,Purple,Sad,Heavy Brown,Tongue out,Determined,,Horns,Mushroom,,Common,,,Sparkles,Mom Tattoo,,,
6954,0x4687C3fdC1D7C4739d22F88E068e90691C14b026,,Red,Onyx,Normal,Light Yellow,Teeth Smile,Bored,Yellow,Star Glasses,Ratz Ballz,Heavy Snow,Lucky,,Moustache,,Blue Bowtie,,,
6955,0x76c8A47060635b664d2BF95284f9CB63d6740008,Common,,,,,,,,,,,,,,,,,,
6956,0x76c8A47060635b664d2BF95284f9CB63d6740008,Lucky,,,,,,,,,,,,,,,,,,
6957,0x8d5aB09062FA6553f655a4EcA782bb106e1de799,,Light Grey,Onyx,Tired,Light Moca,Yell,Shocked,Moca,Star Glasses,,,Common,,,,Denim Vest,,Finger,
6958,0x4209F4102D9Be9068cE1FDd791005C58Fa7dD346,,Red,Green,Excited,Light Brown,Gasp,Spaced out,Brown,Jiangshi,Grimbone Plushie,Particles,Lucky,Angry,Blush,,Red Thin Scarf,,,
6959,0x8d5aB09062FA6553f655a4EcA782bb106e1de799,,Red,Green,Sad,Light Moca,Sad,Bored,Moca,,,,Common,,,,School Uniform,,,
6960,0x347d102E6662B329239C6f32fF1CDC9CD947f23a,,Dark Grey,Teal,Tired,Light Brown,Smile,Crying,Brown,Star Glasses,,,Common,Sad,Teeth,Heart,Toilet Paper,Finger,Finger,
6961,0xb1Ae532C7dcFB31B12951Fd087E2E2370fFED0C9,,Red,Green,Sad,Light Brown,Smile,Round,Brown,,,,Common,Sad,,Big Sparkles,,,,
6962,0x21284131e5676960CC88C00739A3Dd66AAa292a7,,Ronin Aurora,Pink,Excited,Heavy Moca,Disgust,Bored,Moca,,White Origami,,Common,,Black Aviator,Dot,School Uniform,,,
6963,0x79A9ce26337D449eB304220d65220ADb2a4AA69a,,Yellow,Red,Normal,Light Grey,Sad,Crying,Grey,Black Head Band,,,Common,,,Sparkles,,,,
6964,0x3E75656Fd2757D9102772D6e6dBd83A826bc446e,,Colorful Grid,Pink,Normal,Heavy Brown,Teeth Smile,Tired,Brown,Pink Snapback,Bowl of Eggs,,Lucky,,,,School Uniform,,,
6965,0x76c8A47060635b664d2BF95284f9CB63d6740008,Lucky,,,,,,,,,,,,,,,,,,
6966,0x311E7A6EB826D8B284E9971cCFa7bF2cecC7A055,,Light Grey,Blue,Normal,Light Dark,Yell,Determined,Dark,Black Head Band,Black Sensu,,Lucky,,,Dot,,,,
6967,0x4c4B3ff7B2339DC0417d5f77a3B1810A321CA3a4,,Light Yellow,Green,Sad,Heavy Yellow,Gasp,Crying,Yellow,,Rice Bowl,Heavy Snow,Lucky,Surprised,Bite,Watery,,,,
6968,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,Divine,,,,,,,,,,,,,,,,,,
6969,0x0B2C9C5E656409c521E977679eBB9cBb6D7175Ea,,Dark Blue,Green,Tired,Heavy Moca,Teeth Smile,Frown,Moca,Blue Snapback,Cheese,,Common,Sus,Bandaid,,Daimyo Kimono,,,
6970,0x8d5aB09062FA6553f655a4EcA782bb106e1de799,,Red,Red,Excited,Light Grey,Passive,Shocked,Grey,,,Light Streaks,Common,Angry,,,,Finger,,
6971,0x0e734bb56Bb955198787DD046e46eAe53F2A8e0E,,Pink,Blue,Normal,Heavy Moca,Scared,Frown,,,Decorators Brush,,Common,Angry,Battle Paint,,Purple Hoodie,,,
6972,0x4a199f3e8F4e2CCcf59fc454D4b61A414c674fA9,Divine,,,,,,,,,,,,,,,,,,
6973,0x05046DA90A92352c924c064192B5DD08E3Ff606A,,Colorful Grid,Blue,Sad,Light Grey,Yell,Spaced out,Grey,TMA Noble Skull,Moki Doodle,,Common,Surprised,Bandaid,,Kappa Bag,,Finger,
6974,0x082823Dd961713d40d1F3AbA28235Bf6dcc0C646,,Ronin Moon,Red,Tired,Heavy Dark,Smile,Determined,Dark,,Banana Parfait,Light Snow,Common,,,Sparkles,,,,
6975,0x19192460aA71688fb710488089ca68A082b4E1CF,,Light Green,Onyx,Excited,Heavy Dark,Tongue out,Determined,,,,,Common,,Battle Paint,Dot,Green Overalls,Peace Sign,Peace Sign,
6976,0x36dDD8cdb8D52efb531A00240195EFD5B5F30f65,,Ronin Aurora,Purple,Normal,Light Dark,Smile,Crying,,Blue Bunny Headband,Blue Kunai,,Lucky,Sad,Teeth,Heart,Samurai,,,
6977,0x7Aa583cF6BE4C1f0c2cbdbb139DfF2C01AF53472,,Teal,Purple,Normal,Heavy Dark,Smile,Round,Dark,Shiny Blue Glasses,Fish,,Common,Sad,,Dot,Blue Bandana,,,
6978,0x8dD5884B332e1Ee405D0cd90fc424B2fE3D61bF6,,Light Pink,Pink,Excited,Light Brown,Sad,Determined,Brown,Tie Dye Headband,Taiyaki,,Common,,,Sparkles,,,,
6979,0x1e4a7e0889318aF3B6103bFf265037cb017ccB28,,Yellow,White,Tired,Light Moca,Surprised,Shocked,Moca,Sparkle Cap,Bowl of Eggs,Rain,Lucky,Pointy,,,Teal Hoodie,,,
6980,0x1e4a7e0889318aF3B6103bFf265037cb017ccB28,,Teal,Green,Sad,Light Moca,Surprised,Frown,,Brown Egg,Red Rose,,Lucky,Angry,,,Brown Egg,,,
6981,0x125B28252Bc3a512DD13324C398E94C148eFA7b6,,Light Blue,Rainbow,Normal,Rainbow,Smile,Round,Rainbow,Sky Bucket Hat,,,Lucky,,,Sparkles,,Finger,,
6982,0x8F8D51B315718088cAfF5Df85CfB3B36B2269805,,Teal,Blue,Normal,Light Yellow,Scared,Tired,Yellow,Lemon hat,Blue Sensu,Light Snow,Common,Surprised,,,Teal Hoodie,,,
6983,0x84ca910655Ca692CfF0279116344a5204411D382,,Gallery Grey,Red,Sad,Light Yellow,Smile,Tired,,Pink Bunny Headband,Yakitori,,Common,,Teeth,,Blue Bowtie,,,
6984,0x9f60ecCc5C856f89B6F933b3468f6223F9C0332A,,Dark Blue,Blue,Tired,Light Grey,Passive,Bored,Grey,,,Light Snow,Common,,,,Teal Hoodie,,,
6985,0x81FC2ce2c5ABD6590dc6D58e328d9B5096Ad9771,,Teal Sparkles,Pink,Sad,Light Dark,Hmph,Shocked,Dark,Blue Kanzashi,Rootbeer,,Common,,,,,,,
6986,0xBE8c38664E6E760D333110c587992B6086d27eB0,,Gallery Blue,Green,Normal,Heavy Dark,Surprised,Happy,Dark,Chocolate,,Talisman,Common,,Scar,,Casual Kimono,,,
6987,0x76c8A47060635b664d2BF95284f9CB63d6740008,Divine,,,,,,,,,,,,,,,,,,
6988,0xbbc38fC1D467fF9A66E16ac28D6EBF4c584c3757,,Yellow,Green,Sad,Light Brown,Scared,Bored,,,,,Common,Sad,,,Ninja,,,
6989,0x82a76148833AE02DC9bC61AfDB2955c7511ddA59,,Green,Red,Normal,Heavy Brown,Teeth Smile,Determined,Brown,,,Sakura,Common,,,Dot,Ninja,,,
6990,0x39C7548685Bfe0088b4AF161049355AcAFB91E23,,Grey,Rainbow,Normal,Rainbow,Tongue out,Round,Rainbow,Sparkle Cap,Blue Katana,,Divine,Sus,Bandaid,Sparkles,Blue Bunny Bag,,,
6991,0x5f7d4409d258421cc96Bc3900682311742f43642,,Spirit Aqua,Spirit,Normal,Spirit,Scared,Tired,,,Halo Halo,,Divine,Sad,,,Lemon Bag,,,
6992,0x0DaE7AdE6e1D34bd25F7ba5A6A764C23c592b071,,Light Pink,Red,Tired,Heavy Moca,Yell,Frown,Moca,Ice Pack,,,Lucky,Pointy,Blush,,,,Peace Sign,
6993,0x79A9ce26337D449eB304220d65220ADb2a4AA69a,,Teal Sparkles,Red,Excited,Light Brown,Passive,Round,Brown,Red Headband,Onigiri,,Common,,,Big Sparkles,Doodievest,,,
6994,0xc4003051938EF3891071823E437408c0Fc3A8acA,,Dark Grey,Gold,Excited,Gold,Tongue out,Relaxed,Gold,Pastel Bucket Hat,Chocolate Milk,,Common,,,,Blue Bowtie,,,
6995,0x46ad48776f8cF25c545BDB559f3D5d001172Ca4b,,Light Blue,Blue,Normal,Light Yellow,Smile,Round,Yellow,,,Sakura,Lucky,Sus,Blush,Big Sparkles,Banana Onesie,,,
6996,0x9dd077c8E59641Db2D1f3279608AeE6524071CbE,,Light Pink,Rainbow,,Rainbow,Tongue out,Determined,Rainbow,,Pixel,,Divine,,,Sparkles,Green Sleeveless,,,
6997,0x76c8A47060635b664d2BF95284f9CB63d6740008,Common,,,,,,,,,,,,,,,,,,
6998,0x65314EEb6E7EDaB42d1017CBE59d0DfBc313aA0d,,Dark Grey,Red,Normal,Light Yellow,Sad,Happy,Yellow,,Blue Cyberpunk Katana,Talisman,Common,,Sunglasses,,Teal Hoodie,,,
6999,0x0353923b9b6486b0516c212bAEFe30AcD3DadD71,,Grey Sparkles,Gold,Normal,Gold,Tongue out,Determined,Gold,White Chef Wrap,Mochi,,Divine,,Pink Pacifier,Dot,Casual Kimono,,,
7000,0xEC538f26E6eF943D3E9bb05F68EcdD67B26AB39f,,Yellow Sparkles,Red,Excited,Light Brown,Open Smile,Shocked,Brown,Blue Nightcap,Cheese,Fog,Common,Surprised,Eye Patch,,Blue Duck Floatie,,,
7001,0xF255bFD88E3974E0a67cB9312666D3cd2DA7B9Df,,Green,White,Sad,Light Brown,Scared,Frown,Brown,,Black Katana,,Common,Angry,,,,,,
7002,0x0880Bb0Bf3291a5EC6eEa7a317d4a001B8fBBCBd,,Light Pink,Purple,Normal,Light Moca,Hmph,Frown,Moca,Jiangshi,Blue Wagasa,,Common,,,,Red Thin Scarf,,,
7003,0x0f55aED2f106be2Ef28f29ED908E3215d88a78fF,,Light Grey,Green,Excited,Light Yellow,Teeth Smile,Excited,Pompadour,,Jingu Bang,,Common,Sad,,,Purple Hoodie,,,
7004,0x82a76148833AE02DC9bC61AfDB2955c7511ddA59,,Yellow,Gold,Excited,Gold,Tongue out,Determined,Gold,,,,Divine,,Scar,Dot,Teal Hoodie,,,
7005,0xD3b76E1e88e264F7fD18A89F376E9Cc91A85EDcE,Lucky,,,,,,,,,,,,,,,,,,
7006,0x97ead4fb121e6301299eFE628BB820823E9eF08a,,Light Blue,Purple,Tired,Light Yellow,Teeth Smile,Frown,Yellow,Tie Dye Headband,,,Common,Sad,,,Blue Overalls,Finger,,
7007,0x8d5aB09062FA6553f655a4EcA782bb106e1de799,,Grey,Onyx,Excited,Light Moca,Smile,Frown,,Pink Bunny Headband,Chocolate Milk,,Common,Surprised,,,Red Bandana,,,
7008,0x7E0A137911Bd0aD462Da229c517430148F753201,,Spirit Blue,Spirit,Normal,Spirit,Chubby,Frown,,White Chef Wrap,Toilet Paper,,Divine,Sus,,,,,,
7009,0x33f4BeBbc43Bc5725F4eD64629E7022a46eD9146,Common,,,,,,,,,,,,,,,,,,
7010,0x0435740a47559fbC6BbB92310AD7FD1a5ECbde85,,Shadow Blue,Shadow,Normal,Shadow,Tongue out,Bored,,,Gold Katana,,Divine,Sus,,,Ninja,,,
7011,0xF6dc8a99DA31E8cA96A53752fA1D98aB73EEA164,Divine,,,,,,,,,,,,,,,,,,
7012,0xAeF12133096B50eECe240c469e481c31D3b02F10,,Light Yellow,Green,Normal,Heavy Grey,Surprised,Frown,Grey,,,,Common,,Blush,,,,Finger,
7013,0x2Cc6665DDcF6f8589FB9bc14f6471e3ea51f4C99,,Colorful Grid,Blue,Excited,Heavy Dark,Yell,Round,Dark,Tengu Mask,Mushroom,,Common,,Clown Paint,Big Sparkles,Teal Hoodie,,,
7014,0x8aD1B795F165863A3c95521f82a1eE2227A6a746,,Dark Grey,Rainbow,Normal,Rainbow,Scared,Bored,Rainbow,Tengu Mask,Blue Kunai,,Lucky,,,,Green Overalls,,,
7015,0x76c8A47060635b664d2BF95284f9CB63d6740008,Common,,,,,,,,,,,,,,,,,,
7016,0x76c8A47060635b664d2BF95284f9CB63d6740008,Common,,,,,,,,,,,,,,,,,,
7017,0xF255bFD88E3974E0a67cB9312666D3cd2DA7B9Df,,Yellow,Blue,Normal,Heavy Moca,Sad,Bored,Moca,,Blue Net,,Common,,Sunglasses,,,,,
7018,0x00bC5b61042Fa8375DbA651A2309Bc5595302ec1,Common,,,,,,,,,,,,,,,,,,
7019,0x766D3d56a500d28aC988Cfee2B982ae445027DB1,,Light Yellow,Blue,Normal,Heavy Yellow,Teeth Smile,Bored,Yellow,Ice Pack,Red Wagasa,,Common,Sus,,,Pink Top,,,
7020,0x8d5aB09062FA6553f655a4EcA782bb106e1de799,,Purple Sparkles,White,Normal,Light Grey,Surprised,Bored,Grey,Red Headband,White Origami,,Common,,Eye Bags,,Teal Thin Scarf,,,
7021,0xd98423827012A3503CC5FAB9ec6904C26A17d749,,Dark Green,Pink,Normal,Heavy Yellow,Tongue out,Bored,Yellow,Moku Cap,Gold Chocolate,Rain,Common,,,,,,,
7022,0x4B688CC0D7F4db8c8ce2f41509897C6B18CD2eA6,Lucky,,,,,,,,,,,,,,,,,,
7023,0xd614a153ab3812390F9610641a7CA5DD741fa156,,Dark Grey,Yellow,Tired,Heavy Yellow,Hmph,Bored,Yellow,,,,Common,,Annoyed,,White Bunny Bag,,Peace Sign,
7024,0xd6f9359278757ad549895C0F96009506576078eB,,Light Blue,Green,Normal,Light Grey,Sad,Determined,Grey,Large Straw Hat,,,Common,,,Dot,Straw Kimono,,,
7025,0x1e4a7e0889318aF3B6103bFf265037cb017ccB28,,Dark Green,Yellow,Excited,Heavy Brown,Teeth Smile,Bored,,Heart Glasses,Mochi,,Common,Bushy,Battle Paint,Dot,,,,
7026,0x45F162Ec562ebf80F019942f7e1925AE0bF168B6,,Yellow,Green,Sad,Light Moca,Passive,Tired,Pink Bob,,Green Beetle,Light Snow,Lucky,Sad,,,,,Peace Sign,
7027,0x311E7A6EB826D8B284E9971cCFa7bF2cecC7A055,,Ronin Moon,Teal,Sad,Light Yellow,Open Smile,Round,Yellow,Tie Dye Headband,,,Common,Sus,,Watery,Blue Artist Apron,Peace Sign,,
7028,0xFBEf1E159170E56Bd9E8e806C4146678AeC49C79,,Green,Gold,Tired,Gold,Hmph,Crying,Gold,,Blue Katana,,Divine,Sus,,Big Sparkles,,,,
7029,0xd0edd6968fAbD238308e6921582cce4742E939Be,,Light Grey,Blue,Normal,Heavy Moca,Passive,Bored,Moca,Black Head Band,Gold Coin,,Common,Sus,,,White Bunny Bag,,,
7030,0xC720325E4FE6694cf69449C0A2520515EeE5C40A,,Dark Green,Purple,Tired,Light Grey,Yell,Determined,Grey,Pink Kanzashi,,,Common,,,Dot,,Finger,Peace Sign,
7031,0xE93b38B13A349cEFaCB60AF5F381579F93EDC310,,Yellow,White,Tired,Light Yellow,Smile,Determined,Yellow,Pirate Bandana,Pink Teacup,,Common,,,Sparkles,School Uniform,,,
7032,0xcbf094061131538a93A369167ddA5f331f1e9593,,Yellow,Purple,Normal,Light Brown,Smile,Tired,Brown,White Shades,,,Common,Bushy,,,Teal Hoodie,,,
7033,0x8d5aB09062FA6553f655a4EcA782bb106e1de799,,Dark Green,Green,Normal,Heavy Grey,Yell,Bored,Grey,,Jingu Bang,,Lucky,Pointy,,Dot,,,,
7034,0xd98423827012A3503CC5FAB9ec6904C26A17d749,,Teal,Pink,Normal,Light Brown,Smile,Bored,Brown,Pink Snapback,,Light Streaks,Lucky,Surprised,Teeth,,Blue Artist Apron,,,
7035,0x194BEF2A2DF80a753059029273b8bcF7dC04A1C5,,Light Pink,Red,Excited,Heavy Dark,Hmph,Frown,Dark,Maid Headband,,,Common,,,,Maid Apron,,Finger,
7036,0x969b9DaE85EfDC1aa14b42C89ec18DD79333C000,,Purple Sparkles,Green,Normal,Light Grey,Teeth Smile,Frown,,Blue Bunny Headband,Taiyaki,,Common,Sus,,,Purple Hoodie,,,
7037,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,Lucky,,,,,,,,,,,,,,,,,,
7038,0x8d5aB09062FA6553f655a4EcA782bb106e1de799,,Teal Sparkles,Teal,,Heavy Yellow,Teeth Smile,Tired,Yellow,,Blue Net,,Lucky,,,,Cow Onesie,,,
7039,0xf23A88702d45AAAadB4E686E37CE710111d82EEE,,Spirit Blue,Spirit,Normal,Spirit,Hmph,Determined,,Jiangshi,,Sakura,Divine,,,Sparkles,,,Peace Sign,
7040,0x39C30EDF793aE411B15674B45c06B68837e02251,,Light Pink,Teal,Normal,Heavy Yellow,Passive,Bored,Yellow,Red Hat,Chocolate Milk,Talisman,Lucky,,,,Kappa Bag,Peace Sign,,
7041,0x76c8A47060635b664d2BF95284f9CB63d6740008,Common,,,,,,,,,,,,,,,,,,
7042,0x76c8A47060635b664d2BF95284f9CB63d6740008,Common,,,,,,,,,,,,,,,,,,
7043,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,,Spirit Blue,Spirit,Normal,Spirit,Chubby,Crying,,Halo,,,Common,Sus,,Watery,Spirit Kimono,,,
7044,0xe7258483BD47B0DB23ce543de8895C198AeB59d3,,Light Grey,Green,Normal,Heavy Dark,Surprised,Determined,Dark,Star Glasses,Toilet Paper,Rain,Common,,,Sparkles,Daimyo Kimono With Katanas,,,
7045,0xF255bFD88E3974E0a67cB9312666D3cd2DA7B9Df,,Pink,Blue,Normal,Heavy Brown,Teeth Smile,Excited,Brown,,Silver Coin,,Common,Surprised,Blush,,,,,
7046,0x36dDD8cdb8D52efb531A00240195EFD5B5F30f65,,Grey Sparkles,Gold,Excited,Gold,Disgust,Bored,Gold,White Shades,Bronze coin,Particles,Divine,,,,,,,
7047,0xd288F1a45CA71cF5f64CA57941D42b8f05E0FA37,,Light Grey,White,Excited,Light Yellow,Scared,Crying,Yellow,Towel,Polaroid Camera,,Common,Angry,Blush,Big Sparkles,Towel,,,
7048,0x76c8A47060635b664d2BF95284f9CB63d6740008,Lucky,,,,,,,,,,,,,,,,,,
7049,0xcaD6b7b65272Ce9B6B9AEBe8aF963dEE0Deed0eD,,Yellow Sparkles,Green,Sad,Light Yellow,Surprised,Bored,Yellow,,,,Lucky,Bushy,,,Teal Hoodie,,,
7050,0xF6dc8a99DA31E8cA96A53752fA1D98aB73EEA164,Lucky,,,,,,,,,,,,,,,,,,
7051,0x0c80bfE2966A477464408e1f6f81Ed587E79D3dD,,Colorful Grid,White,Excited,Heavy Grey,Gasp,Round,Grey,Pink Headband,Chef Knife,Heavy Snow,Common,Angry,Pink Pacifier,Heart,,,,
7052,0x0A8C2eE08760251705f5aaF7bb0E7B490029Bc27,,Dark Grey,Red,Sad,Heavy Brown,Surprised,Spaced out,Brown,Toilet Paper,,,Common,Surprised,,,Toilet Paper,,,
7053,0xdA47EAf92f69456A6c4516f031c49d6F14e4A500,,Nature,Red,Normal,Light Dark,Teeth Smile,Tired,Dark,Blue Kanzashi,Banana Parfait,,Common,Angry,,,Purple Hoodie,,,
7054,0x8dD5884B332e1Ee405D0cd90fc424B2fE3D61bF6,,Light Green,Purple,Normal,Heavy Brown,Scared,Tired,Brown,Towel,Onigiri,Particles,Common,Angry,Eye Bags,,Towel,,,
7055,0xcddCEf49882A62F2524b09c82684dFD75f51aEC4,,Teal Sparkles,Rainbow,Normal,Rainbow,Smile,Round,Rainbow,Lemon hat,White Wine,,Lucky,Angry,,Sparkles,Spirit Kimono,,,
7056,0xD92E01C0de50e85a4454DFCc1F3e2940A320642B,,Light Grey,Purple,Normal,Light Yellow,Drool,Crying,Yellow,,Blue Kunai,,Common,Sad,Blush,Watery,Teal Thin Scarf,,,
7057,0x62dE842522bA0669D031C93ccf8f50F6CDa19A8B,,Yellow,Red,Excited,Heavy Yellow,Drool,Relaxed,,Brown Egg,Shepherds Crank,Sakura,Lucky,,,,Brown Egg,Finger,,
7058,0x16001819d66408e1243d7295760E8b40005458B3,,Pink,Pink,Normal,Light Brown,Tongue out,Bored,,Straw Hat,Big Stick,,Lucky,Pointy,,,Casual Kimono,,,
7059,0xEdadf38B405D207b46deE082A74B680441bd35d5,,Purple Sparkles,Onyx,Tired,Heavy Brown,Hmph,Excited,Brown,,,,Lucky,,,,Gold Can,,,
7060,0x5689BffFAD726f9156c8f69b798C216e722Fa4Fc,,Dark Green,Rainbow,Normal,Rainbow,Scared,Determined,Rainbow,Ronin,Egg,,Lucky,,Eye Bags,Sparkles,Ronin,,,
7061,0x4d713c39b426DACE96470De8A64D1caDe4A65d9C,,Light Yellow,Green,Normal,Light Brown,Smile,Round,Brown,Star Glasses,,,Common,Angry,Eye Bags,Big Sparkles,Daimyo Kimono,,,
7062,0x76c8A47060635b664d2BF95284f9CB63d6740008,Common,,,,,,,,,,,,,,,,,,
7063,0x676De5195A3960fd6d6937b75Ac8e62f4071830d,,Light Green,Purple,Excited,Heavy Moca,Teeth Smile,Shocked,Moca,Heart Glasses,Blue Net,,Common,Sad,,,Purple Hoodie,,,
7064,0x98DF3Be81c1FECfDcb7dBB77C8F3D059C14DFfD9,,Colorful Grid,Red,Excited,Heavy Moca,Tongue out,Determined,Moca,Cat Mask,,,Common,,,Dot,,,Peace Sign,
7065,0x70B093910F85362AF655cB81934C61E70f84A5C1,,Teal Sparkles,Green,Excited,Heavy Brown,Gasp,Relaxed,Brown,Pink Headband,,,Common,,,,,,Peace Sign,
7066,0x759C65CC7d062615dC2a8bCDeB25e6B06e7D1912,,Teal,Blue,Excited,Light Brown,Passive,Frown,Brown,Blue Kanzashi,Ratz Ramen,,Lucky,,,,,,,
7067,0x9CBB79cDb671040d70bC5Cb8fc4A67d53e4b7b8f,,Teal Sparkles,Pink,Tired,Light Brown,Scared,Bored,Brown,,,,Common,Sad,,,Grimbone,,,
7068,0x1B1A6f21eb7EBF45a6E729506362eF3370543931,,Galaxy,Purple,Normal,Heavy Yellow,Teeth Smile,Determined,Yellow,,Bubble Tea,Heavy Snow,Common,,,Dot,Purple Hoodie,,,
7069,0x61493eb288a25864a7831F32fEFE188A6AF425d7,,Pink,Red,Sad,Heavy Brown,Scared,Tired,Brown,,,Talisman,Common,,Clown Paint,,Blue Bunny Bag,,,
7070,0x8d5aB09062FA6553f655a4EcA782bb106e1de799,,Purple,Red,Normal,Heavy Moca,Surprised,Frown,,Pink Bunny Headband,Red Rose,,Common,,,,Blue Overalls,,,
7071,0xA1B7E4009935A0582829417aa14662c966f22D29,,Nature,Yellow,Normal,Heavy Moca,Open Smile,Determined,Moca,,Gold Beetle,,Common,,,Sparkles,,,Peace Sign,
7072,0x7a98E8E2e83d966Ae1d64cFA7956777eECb9ab3F,,Light Pink,Rainbow,Normal,Rainbow,Hmph,Bored,Rainbow,,Decorators Brush,,Divine,,,,,Peace Sign,,
7073,0x143eBF751e8d3fBd326E41f46E0E56EC5d368674,,Teal,Purple,Normal,Heavy Yellow,Drool,Frown,Brown Ponytail,,Taiyaki,,Common,,,,Pink Top,,,
7074,0x1B1A6f21eb7EBF45a6E729506362eF3370543931,,Dark Blue,Pink,Excited,Light Yellow,Yell,Relaxed,Yellow,Pastel Bucket Hat,Yakitori,Light Snow,Common,,,,,Peace Sign,,
7075,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,,Green,Yellow,Normal,Light Brown,Drool,Determined,,Black Head Band,Emerald Hands Plushie,,Common,,Battle Paint,Sparkles,,,,
7076,0xe93268FAB3f76dB20277295350765E05bF8ed15E,,Light Yellow,Blue,Excited,Heavy Brown,Passive,Determined,Brown,Skull Mask,,Heavy Snow,Common,,Eye Bags,Dot,Red Bowtie,,Finger,
7077,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,,Dark Blue,Red,Tired,Heavy Grey,Drool,Bored,,Brown Egg,Purple Cyberpunk Katana,Particles,Lucky,Bushy,,,Brown Egg,,,
7078,0x673E3Fac7AAE4f9F8e53cDcFDDCeE63616B4aa0e,,Galaxy,Yellow,Tired,Heavy Grey,Open Smile,Determined,,Kappa Head,,,Common,,,Sparkles,,,,
7079,0x3F86f18322a888d9b3adef38f127c941bCcc014D,,Light Yellow,Purple,Tired,Light Grey,Smile,Relaxed,Grey,,Gold Katana,,Lucky,,Straw,,Toilet Paper,,,
7080,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,,Teal Sparkles,Blue,Tired,Light Dark,Yell,Crying,Dark,Star Glasses,Matcha Boba,Sakura,Common,,,Watery,,,,
7081,0x378333D24B182BF7eDf68142Ab10CBA5ce4c4673,,Red,Green,Normal,Heavy Moca,Smile,Crying,Moca,,,,Common,Sus,,Watery,Avocado Onesie,,,
7082,0x3a8A98149cE247D30a94A6B7423Cc3565A8D9030,,Teal Sparkles,Purple,Sad,Light Brown,Drool,Crying,Brown,Large Straw Hat,,,Lucky,,,Big Sparkles,Straw Kimono,,,
7083,0x3f36D6eA5EB06CBb87f47ab7C1e35D51fd55180E,,Teal Sparkles,Rainbow,Normal,Rainbow,Smile,Round,Rainbow,Straw Hat,Blue Sensu,Light Snow,Common,Sad,,Watery,Red Thin Scarf,,,
7084,0x6910736EbE8e2F3285c8A1Ad96BA2c4a1980E243,,Pink,Rainbow,Normal,Rainbow,Surprised,Frown,Rainbow,Banana Peel,Regular Milk,,Lucky,,,,,,,
7085,0x8d5aB09062FA6553f655a4EcA782bb106e1de799,,Light Green,Green,Tired,Heavy Dark,Disgust,Determined,Dark,Towel,Red Wine,,Common,,Blush,Sparkles,Towel,,,
7086,0x0d066B37fb569De1e52b495c211B92a56E0AEF90,,Light Yellow,Green,Normal,Heavy Moca,Hmph,Tired,Moca,Pirate Bandana,,Particles,Common,,Moustache,Dot,,Finger,Finger,
7087,0xEAA796aB4439533a3C476f79756e7A386150348f,,Light Grey,Green,Normal,Light Brown,Yell,Frown,Brown,Jiangshi,Matcha Boba,,Lucky,,Blush,,Pink Bag,,,
7088,0xa715D6D4Eb023b9FCbe9a8285FDC13ee2DEa2ebB,,Spirit Aqua,Spirit,Normal,Spirit,Chubby,Determined,,,,Heavy Snow,Divine,,,Sparkles,Gold Kimono,,,
7089,0x350DC39F5aD19e805465C4f8Eb0D98F61Eba1821,,Pink,Green,,Light Moca,Surprised,Determined,Moca,,,,Lucky,,Pink Pacifier,Sparkles,Red Sleeveless,Peace Sign,Finger,
7090,0x0b022b902D010A75c3e0444489E723bEF212c9e4,,Purple,Purple,,Heavy Grey,Teeth Smile,Frown,Grey,,Gold Kunai,,Common,,Annoyed,Dot,Wolf Onesie,,,
